covariate	log(HR)	log(HR) lower 95%	log(HR) upper 95%	pvalue	BH-corrected pvalue	prognostic association
WHSC1	0.26992269086049725	0.05131619635233339	0.4885291853686611	0.015518352531401065	0.1116847348984194	not prognostic
EBP	0.03205931047231375	-0.12346587876758039	0.1875844997122079	0.6861989249290721	0.8513773523960618	not prognostic
SLC16A2	-0.3559393046737191	-0.5448512799563764	-0.16702732939106177	0.0002217334558611983	0.014596909046509619	favorable
LIMS2	-0.2480656794064347	-0.4412517625209529	-0.054879596291916494	0.011844506065103002	0.09684371032042664	not prognostic
OSTC	0.1349423446604707	-0.07174376155929696	0.34162845088023835	0.20067462406452682	0.4607950523851522	not prognostic
STEAP2	-0.0022410115444157037	-0.12995129132540253	0.12546926823657115	0.9725640009858081	0.9902610600279699	not prognostic
GPATCH11	0.32118817002310895	-0.014670013168696927	0.6570463532149149	0.06088160149751423	0.23917199570304734	not prognostic
ANXA1	0.0687003343727895	-0.09013485335973578	0.22753552210531477	0.3965854531679651	0.6531695294725518	not prognostic
PRKG1	0.02015897287497644	-0.15179177512790737	0.19210972087786027	0.8182626456126727	0.9159671750650485	not prognostic
VCAM1	-0.012100431761291334	-0.14018745253221776	0.1159865890096351	0.8531046583137717	0.9339503553293224	not prognostic
NPL	0.02484841158360066	-0.10095685131921242	0.15065367448641373	0.6986658513617694	0.8581637216685308	not prognostic
RAB3C	0.07538705636283029	-0.0677936497859319	0.2185677625115925	0.3020936248658773	0.5759463848859029	not prognostic
MEP1A	0.30546660500427564	0.14458148378935842	0.46635172621919285	0.00019819130425865732	0.014309731830869024	unfavorable
LILRB5	-0.12654567193824837	-0.402336235647314	0.14924489177081726	0.3684803265623434	0.6317511228863769	not prognostic
HLA-DPA1	-0.08955131397108108	-0.23868471847406608	0.0595820905319039	0.23922940927940792	0.5067000003024696	not prognostic
THEM4	-0.06135271562845834	-0.233361287966159	0.1106558567092423	0.48449709490195014	0.7207880509566567	not prognostic
CEACAM1	0.045722066747033135	-0.10776732891267099	0.19921146240673726	0.5593264059540595	0.7723086539954803	not prognostic
SCARB1	-0.08245431896326645	-0.2478375886165649	0.08292895069003199	0.3284852191222625	0.5994553947822291	not prognostic
MCC	-0.1140688360520598	-0.3414902199481008	0.1133525478439812	0.32557370101894634	0.5981656772465886	not prognostic
HBP1	-0.12121583172344721	-0.28603474842471444	0.04360308497781998	0.14945684463956252	0.3915970529874168	not prognostic
ARSE	-0.02911784839704922	-0.1848123930709487	0.12657669627685025	0.71395423657662	0.8649570067754371	not prognostic
EGFL7	-0.09637789668060884	-0.2694655339856339	0.07670974062441618	0.27512395284048163	0.5483492319191523	not prognostic
MUC19	-0.22791964980154983	-0.3841586321357639	-0.07168066746733576	0.004247468601510409	0.05692752453491422	not prognostic
SLC16A7	0.09445159399796937	-0.03467538846004706	0.2235785764559858	0.15167476736576121	0.39498085870438054	not prognostic
GPAM	-0.2558703825996242	-0.5122973314615491	0.0005565662623007173	0.05049933228557761	0.21611879634453937	not prognostic
TUBA4A	0.011411648925609226	-0.12456301630255681	0.14738631415377526	0.8693457181572892	0.942282350443367	not prognostic
CCDC144A	0.043660191505367235	-0.1291556119582547	0.21647599496898917	0.6204833864731779	0.8110947231850434	not prognostic
PLIN5	-0.3401033408566416	-0.5611958636151018	-0.11901081809818143	0.0025699327046501998	0.04390955630674282	favorable
DTNA	-0.1430382480306171	-0.2858894747868573	-0.0001870212743769195	0.0497008142531344	0.21423754935402614	not prognostic
MT-CO3	-0.23331410509548975	-0.481476550736085	0.014848340545105504	0.06537382213143898	0.2483206743923518	not prognostic
ASRGL1	0.09149637182695464	-0.05212999642000471	0.23512274007391398	0.21181724671438862	0.4735080673742625	not prognostic
IGKV2-24	0.07086189937299672	-0.11633578437382286	0.2580595831198163	0.45813235988230605	0.701138293679707	not prognostic
43160	-0.11717646615160096	-0.2636160483653237	0.029263116062121813	0.11681040844534248	0.3436751846241049	not prognostic
SIGMAR1	-0.09029337025368327	-0.25959896253585535	0.07901222202848883	0.2958935668742666	0.5700742638746091	not prognostic
IGHV4-28	0.14818108809151234	-0.005512248674840736	0.3018744248578654	0.05880218873241101	0.23429283298677162	not prognostic
NASP	0.13544041943764648	-0.031113452411783787	0.3019942912870768	0.11097440333349542	0.33229225185444294	not prognostic
CRISP3	0.19498612802139234	0.05750080896061868	0.332471447082166	0.005441176112468275	0.06393024899596911	not prognostic
IGHMBP2	0.07547864828794681	-0.11571501355797495	0.2666723101338686	0.4390806986331347	0.6859343037624246	not prognostic
MYO7A	-0.06596493771616233	-0.2251785936743276	0.09324871824200295	0.41676491362880375	0.6686910881216273	not prognostic
COL22A1	0.08285588667613929	-0.05584905294270738	0.22156082629498597	0.2416826257732434	0.5091257761289054	not prognostic
SCP2	-0.3327726438125141	-0.5036011575976604	-0.16194413002736774	0.00013454069821998738	0.012291253787383133	favorable
KIF11	0.39738760932543493	0.17177367038336733	0.6230015482675025	0.0005560266242709094	0.021004668215601062	unfavorable
NTM	-0.027918846447095243	-0.19462714511283766	0.13878945221864716	0.7427320129904994	0.8788897319989348	not prognostic
PCOLCE2	0.15367871242977807	0.01236876285228658	0.2949886620072696	0.03304646759543038	0.16724987246008377	not prognostic
AKAP12	0.2201266553335109	0.026399022574327302	0.4138542880926945	0.025944211052661863	0.14691873596108898	not prognostic
ECHDC1	-0.2532748318190997	-0.45379935752481004	-0.052750306113389406	0.013302916561722928	0.10276187400958185	not prognostic
TPM4	0.04808463142679661	-0.11178175106973279	0.20795101392332602	0.5555136910895956	0.7692983876759705	not prognostic
TPD52L1	-0.05467450202894891	-0.2423551880417626	0.13300618398386477	0.5680199299068573	0.778429884043486	not prognostic
SLC1A1	-0.04945677628560702	-0.18021818787738317	0.08130463530616913	0.4585112562142625	0.7014783453325857	not prognostic
ENO2	0.2712370116080327	0.1337177088313204	0.408756314384745	0.00011074989167671533	0.011267542956609458	unfavorable
SFXN2	-0.16048858848137668	-0.31392604104630983	-0.007051135916443546	0.040361202914602316	0.18830320463493203	not prognostic
PAQR9	0.10688444421784259	-0.05136848771387205	0.26513737614955724	0.18558116909362726	0.4429507349760717	not prognostic
HSF1	0.08808166978184546	-0.12572023724409082	0.3018835768077818	0.41940039944390606	0.6707559443053396	not prognostic
IGHG1	0.10959745610917798	-0.06094024946083168	0.2801351616791876	0.20781840912452498	0.46925554019971555	not prognostic
ETNK2	-0.16738113057480097	-0.30638026920160377	-0.028381991947998148	0.01826677799873504	0.12132230224234036	not prognostic
C9	0.13584944608536217	-0.0013022416810382076	0.27300113385176256	0.0522153149021538	0.22061524979659414	not prognostic
IGHV4-4	-0.04895490650718003	-0.22648427881621142	0.12857446580185133	0.5888707940115203	0.7922104010195554	not prognostic
HMGCR	-0.045053731519804636	-0.20591187246147366	0.1158044094218644	0.5830371410790988	0.7885092936678506	not prognostic
FOPNL	-0.08027715730513392	-0.2756549138752064	0.11510059926493858	0.4206388165968047	0.6712975623870219	not prognostic
PCTP	-0.5180610600749497	-0.8079306667175192	-0.22819145343238018	0.0004602414321884826	0.020100202645773096	favorable
DPP7	0.05565103812135926	-0.09627834500866597	0.2075804212513845	0.47280301255159873	0.710951523576497	not prognostic
ABCB5	-0.1412522645688396	-0.28583036774867976	0.003325838611000581	0.055508132701744234	0.2277563300085775	not prognostic
SLC23A1	-0.17625574356130932	-0.33500767927128	-0.01750380785133865	0.02955022232620264	0.1579481435740252	not prognostic
PPL	-0.1755862319432397	-0.3339380514475554	-0.017234412438923985	0.029759321792234925	0.15868684217145876	not prognostic
C1QTNF5	0.007158644437947354	-0.13364633289501698	0.1479636217709117	0.9206251895367266	0.9680945879636261	not prognostic
GABARAPL1	-0.07994924091925142	-0.31166473165865527	0.1517662498201524	0.4988818439734314	0.7286279199174766	not prognostic
VWA1	-0.2725300158322165	-0.49474198463098906	-0.05031804703344386	0.016226469451041215	0.11376318010585121	not prognostic
FAM214A	-0.3250152093006786	-0.551485068232278	-0.09854535036907919	0.004910970192758946	0.060729165933385135	not prognostic
PTK7	0.22943445359465497	0.08763672836162625	0.37123217882768367	0.0015175781319361032	0.03388248632225419	unfavorable
ABCB4	-0.22226679720016682	-0.3768729976236873	-0.06766059677664635	0.004836797987848046	0.06031177212423894	not prognostic
GNAZ	0.10470720942859418	-0.043905032820222456	0.2533194516774108	0.16730202477533096	0.4183952591657928	not prognostic
KRT1	-0.06398138069637627	-0.245289456493477	0.11732669510072447	0.4891589857660543	0.7236352279516662	not prognostic
TMEM26	0.03028046781830592	-0.18002368870835414	0.240584624344966	0.7777872657483654	0.8959765041488826	not prognostic
STARD10	-0.3737809111751301	-0.5795618050339758	-0.16800001731628444	0.0003707371710292237	0.018237416990245274	favorable
SPRYD4	-0.3824654054228668	-0.579507725236647	-0.18542308560908655	0.0001421756633254225	0.012728987137525077	favorable
ORM1	0.12193206196414393	-0.029707674692413324	0.2735717986207012	0.11502850079390595	0.3407843043043812	not prognostic
SLC12A2	0.08353428632288672	-0.05804005473599204	0.22510862738176546	0.24749556347350388	0.516149028599646	not prognostic
RCN3	0.044600081571828036	-0.09602309374568094	0.18522325688933702	0.5341900112869769	0.7519816306686012	not prognostic
NHLRC1	-0.2571497046285437	-0.4707977639039245	-0.043501645353162866	0.018322317228422164	0.12160096823281218	not prognostic
MCAM	0.1232591980098011	-0.14776221395901756	0.3942806099786198	0.3727243093023932	0.6347728250303075	not prognostic
MRPL10	-0.09691946264877589	-0.3020193306472773	0.10818040534972552	0.35435431803852124	0.6208481818784503	not prognostic
SLC1A4	0.061158814658358346	-0.12529564051256814	0.24761326982928483	0.5202976733599068	0.743412874176707	not prognostic
DESI2	0.02161938394505683	-0.1585327332061977	0.20177150109631137	0.8140473197658016	0.9146794244306252	not prognostic
SLC14A1	0.06270519861453619	-0.1155786481610836	0.24098904539015598	0.4906031772388951	0.7237387124435374	not prognostic
NEU1	0.22089345873700095	0.04701547602624953	0.39477144144775234	0.012776987372675802	0.10034418241014602	not prognostic
MLIP	-0.04628559204445328	-0.21292594997069403	0.12035476588178745	0.5861700335798399	0.7900015521060224	not prognostic
MEGF6	-0.04158420959370047	-0.19020724112010262	0.1070388219327017	0.5834233613587575	0.7883171376765704	not prognostic
TKT	-0.08934211502597743	-0.25662421846207994	0.07793998841012507	0.2952016978026545	0.5693538992734092	not prognostic
YWHAQ	0.4562430018421396	0.19757820388144876	0.7149077998028305	0.0005461022615656526	0.02071717604998851	unfavorable
C8orf82	-0.15862927118324313	-0.33118483336406634	0.013926290997580082	0.07157957172403766	0.26040304983555834	not prognostic
MSRB1	-0.09545782528777345	-0.31374311555025847	0.12282746497471157	0.39138562805221644	0.6490230650030551	not prognostic
CD44	0.030430165107835028	-0.12337646837965027	0.18423679859532033	0.6981841821467241	0.8576897616300247	not prognostic
SLC25A26	-0.14038057295773798	-0.30190529157075185	0.021144145655275892	0.08849362969821493	0.29213992134517636	not prognostic
TRIM22	-0.27617509595025413	-0.47030235599838044	-0.08204783590212783	0.005297854152205954	0.06307405349029242	not prognostic
IGHV3-49	0.06975868098322245	-0.07840659435155654	0.21792395631800143	0.3561199321352748	0.6221154638843153	not prognostic
BST1	0.07470507964617266	-0.07375695920891902	0.22316711850126436	0.32401514220027516	0.5967717687963513	not prognostic
EMILIN2	-0.03503365226749801	-0.18432649048981442	0.11425918595481839	0.645564342691396	0.8276868910376727	not prognostic
MMAA	-0.460213065551607	-0.6825945901852921	-0.23783154091792189	4.989954428695734e-05	0.009927791555580646	favorable
RBP4	-0.1633429746997627	-0.30981266920761363	-0.016873280191911727	0.02883379430414376	0.15560515997890242	not prognostic
SLC6A1	-0.3120317794294744	-0.47715099286447776	-0.14691256599447106	0.00021238101547625676	0.014626517165837898	favorable
RTN2	-0.0811335608754696	-0.238933675832354	0.07666655408141479	0.3135873019185188	0.5856376958857945	not prognostic
THRSP	-0.06035001532522873	-0.2680614929827079	0.14736146233225048	0.5690424459659937	0.7787583336492727	not prognostic
MSH6	0.2503744190653125	0.042724473178124	0.458024364952501	0.018116360482803785	0.12068138050784397	not prognostic
CACNA2D2	0.013661440145551033	-0.25256070291195054	0.2798835832030526	0.9198859388245493	0.9674308481494409	not prognostic
ABCC4	-0.06609463952180307	-0.22812039639290527	0.09593111734929911	0.4239879531787144	0.6734014803634966	not prognostic
TSPO	0.06506743228704202	-0.06837846755497769	0.19851333212906175	0.33924057148976344	0.6081739760808675	not prognostic
HMOX1	-0.002659204989471444	-0.19826720817868218	0.19294879819973929	0.9787430003969179	0.9917028160427348	not prognostic
NDUFA7	-0.0848466496388838	-0.32657295418662924	0.15687965490886166	0.4914822720824513	0.7239619582023998	not prognostic
IGHV3-72	0.12646900706300318	-0.03629158237335506	0.2892295964993614	0.12777358356224022	0.3599612629429631	not prognostic
SLC2A3;SLC2A14	0.2287763239017052	0.10878579662331128	0.3487668511800991	0.00018629831956686806	0.01401620886623672	unfavorable
IGHV4-61	0.08175624193033154	-0.09084435216936873	0.2543568360300318	0.35320943732746557	0.6195697673183383	not prognostic
MMACHC	-0.09219990736403126	-0.2724324800779836	0.08803266534992106	0.3160342913335539	0.5882442848875901	not prognostic
TPD52	0.0630303511108723	-0.11957637359604456	0.24563707581778915	0.49871014666106783	0.7284959933197162	not prognostic
ADK	-0.1338516542702527	-0.38129460991050923	0.11359130137000384	0.2890436949726705	0.5626893240031136	not prognostic
EML1	-0.057045335272295196	-0.3422185355042055	0.2281278649596151	0.6950092239029529	0.8560211282986845	not prognostic
S100A11	0.14510305912184945	0.003923288887565712	0.2862828293561332	0.04396440330530879	0.19869424674024716	not prognostic
TUBB1	0.18044142470994673	0.01622407423867378	0.3446587751812197	0.03127145497009644	0.1629646893755957	not prognostic
GAMT	-0.22588981992791646	-0.4406823207177243	-0.01109731913810863	0.03928147338143378	0.18558682384378714	not prognostic
MRPL52	-0.24125710864709732	-0.3928461163679208	-0.08966810092627389	0.0018126645968622706	0.03630600925214297	favorable
PLA2G16	-0.1468468296613679	-0.344620556184825	0.05092689686208923	0.1455940718154517	0.3864523347061189	not prognostic
MRPL9	-0.1397260050000093	-0.33343181852723447	0.05397980852721587	0.15742570027599817	0.4050092800491413	not prognostic
PNMA2	-0.314297713434998	-0.4778795480763761	-0.1507158787936199	0.0001660340132653953	0.012926108876218123	favorable
GNAI1	0.10032665206555962	-0.0952162531563616	0.2958695572874808	0.3146112742973614	0.5868155705800576	not prognostic
LPCAT1	0.2739693270315097	0.12039800763982514	0.42754064642319434	0.00047131366170969296	0.02009367244422324	unfavorable
PLAT	0.06859899773008822	-0.10452649743972282	0.24172449289989928	0.4373869427568928	0.6847220315618922	not prognostic
ENTPD8	-0.13764892194464323	-0.36256952628876365	0.08727168239947719	0.23034280307273478	0.49549714462042155	not prognostic
SPTBN5	-0.08660024719608918	-0.28416855072928965	0.11096805633711128	0.39027854542925355	0.6481476195934163	not prognostic
PRKAB2	-0.23454578534718584	-0.4577388325741709	-0.01135273812020074	0.039431270075513995	0.18600008481879707	not prognostic
SDHD	-0.09624685390869983	-0.27918351819824394	0.0866898103808443	0.30245708970024904	0.5763938535730799	not prognostic
NUF2	0.29332581343308123	0.0825915401519326	0.5040600867142299	0.006369675754799096	0.06821496056545012	not prognostic
PECR	-0.14529160328110732	-0.298798545060944	0.008215338498729352	0.06358605704157683	0.2440145600914005	not prognostic
IGHV5-51	0.08921081227946201	-0.07957371097139626	0.2579953355303203	0.30023195916131806	0.5736185937625439	not prognostic
EPHX1	-0.1912099026409473	-0.3336887872826074	-0.048731017999287196	0.008530547624714216	0.08090465347888387	not prognostic
APOC2	-0.20219177440618336	-0.3578152928107745	-0.04656825600159217	0.010882262174600683	0.09323339066909082	not prognostic
CNDP1	-0.07775438141686727	-0.3289512029399697	0.1734424401062352	0.5440640914312042	0.760263120116056	not prognostic
TMEM65	0.1973373099930422	0.018108435651082694	0.37656618433500166	0.03092865187116248	0.16164869830853337	not prognostic
IGHA1	0.06203601083821717	-0.10283267891839873	0.22690470059483306	0.46082686693090713	0.7028591038556067	not prognostic
FADS6	0.021927535658794794	-0.11921122908214712	0.1630663003997367	0.7607446919797569	0.8873042245042684	not prognostic
DDX21	0.3592401679169664	0.10910175341134126	0.6093785824225915	0.004880263141863605	0.0605166148325552	not prognostic
HSPA2	0.14290588977531996	-0.03257034909438683	0.31838212864502674	0.11045022164403119	0.33216689095700747	not prognostic
PTPRCAP	-0.06943103302390384	-0.23030617809111498	0.09144411204330728	0.3976153334512381	0.6541437119421049	not prognostic
ACSS3	-0.21175880800895974	-0.35829759903861225	-0.06522001697930721	0.004621661798694105	0.058858802395033175	not prognostic
COL6A3	0.026379773531432494	-0.12578759462476677	0.17854714168763178	0.7340223208953268	0.8755264906709115	not prognostic
GNB2	0.009014267231807054	-0.21231775345561887	0.230346287919233	0.9363771213506776	0.9753792166902405	not prognostic
ANXA2;ANXA2P2	0.02008144218008043	-0.18012121883717042	0.22028410319733127	0.8441442440960184	0.929482648799859	not prognostic
MAGEA6;MAGEA2	0.007967938355734113	-0.19315130334033	0.20908718005179824	0.93810661415508	0.9763855517938191	not prognostic
MAOB	-0.2413000699086859	-0.3755756725615507	-0.1070244672558211	0.0004280542561029889	0.019754483272629172	favorable
CERS4	-0.11678921473447014	-0.31186758812868726	0.07828915865974699	0.24064018089752703	0.5078857943365298	not prognostic
PAFAH2	-0.22563849378596243	-0.41627712260498195	-0.034999864966942906	0.020351747289611127	0.13005652639820728	not prognostic
GLUD2	-0.041893966929073635	-0.17995158393424726	0.0961636500761	0.5520062425817636	0.7666943670236627	not prognostic
ENDOG	0.013277059102664975	-0.18436186464990958	0.21091598285523952	0.8952475543782509	0.9542982919810072	not prognostic
BOK	-0.44771515088544145	-0.6987111176447824	-0.1967191841261004	0.00047212180373917823	0.019938238249419163	favorable
FBLN1	0.06920513552176154	-0.12060456432419421	0.2590148353677173	0.4748511594167357	0.7128340761666725	not prognostic
CKAP4	0.16423256581445536	-0.03420963036188085	0.36267476199079157	0.1047853605846677	0.3228297774654267	not prognostic
VMA21	0.16669264827106522	-0.006831960935921977	0.3402172574780524	0.05972790452184044	0.23682193497964454	not prognostic
TPM2	0.10191167512838589	-0.06198721729122056	0.26581056754799237	0.2229589289451633	0.4876988250295742	not prognostic
SLC35C1	0.03455537021857455	-0.11915694255878106	0.18826768299593016	0.6594948958794602	0.8343164904350441	not prognostic
ASGR2	-0.0516118302275547	-0.2493496209999066	0.1461259605447972	0.6089498378297364	0.8048313991865412	not prognostic
GJB2	-0.2796666529411217	-0.5664557762614573	0.007122470379213874	0.05596759935054952	0.22828151115511153	not prognostic
TPM1	-0.154357914972679	-0.3230907998955794	0.014374969950221361	0.07297492228675806	0.2637644243977977	not prognostic
TTC38	-0.11163062126347757	-0.3235317290149716	0.1002704864880165	0.3018288806178008	0.5755642104730927	not prognostic
C6orf120	-0.04490998474782709	-0.3388717104795494	0.2490517409838952	0.7646093974947905	0.8893787106367232	not prognostic
TNS2	-0.05623763738840421	-0.39652798003800954	0.28405270526120113	0.7460055077285366	0.8807842952253182	not prognostic
PAIP2B	-0.03429371770415865	-0.2319033105051294	0.1633158750968121	0.733752911273803	0.8754384081335765	not prognostic
LYRM5	-0.2526346658500831	-0.4357735644669002	-0.06949576723326598	0.006856968209331027	0.07138422834667521	not prognostic
SELM	0.02030845134443731	-0.1205854864276518	0.16120238911652643	0.7775530955222324	0.8960526276497035	not prognostic
C2orf88	-0.04157492872707137	-0.2827376738180684	0.19958781636392564	0.7354495741284419	0.875362940331287	not prognostic
RGS10	0.1275771609286635	-0.04847527464810983	0.30362959650543686	0.15552140844914067	0.4023066078720475	not prognostic
NAMPT	-0.08187984965756814	-0.22107772629405903	0.05731802697892274	0.24895047537837958	0.5179766688502515	not prognostic
AMZ2	-0.02491794844721301	-0.21351024894102563	0.1636743520465996	0.7956643875113338	0.9063083029756961	not prognostic
VSNL1	0.059961929308076485	-0.08046929709215503	0.20039315570830799	0.4026634775120477	0.6583356673055812	not prognostic
IL16	-0.07481767461273833	-0.2782688864737071	0.12863353724823046	0.4710558219914732	0.7099937330453973	not prognostic
LIG1	0.25256781011279655	0.044492284344067407	0.46064333588152573	0.0173569294813159	0.11835231503901086	not prognostic
DUT	-0.1863867075568875	-0.3753352717898386	0.0025618566760635952	0.05318819214459748	0.22220899872635616	not prognostic
ENG	-0.01293041718635978	-0.21265034260791052	0.18678950823519094	0.8990247244574721	0.9553671641623438	not prognostic
RILP	-0.26426941889932537	-0.505062935295838	-0.023475902502812784	0.03147236816420066	0.163440900332998	not prognostic
IVD	-0.40810611821526155	-0.6158267881473838	-0.2003854482831393	0.00011777303872529004	0.011461108866386106	favorable
SLC39A5	-0.14678632923442253	-0.32849707280252965	0.034924414333684595	0.11336150518065641	0.33763325212322587	not prognostic
CD5	-0.1326979152536506	-0.3213015497394262	0.055905719232125006	0.16789684188085308	0.41836360293884706	not prognostic
MYO9A	-0.09416824547729839	-0.38308787216838225	0.19475138121378543	0.5229428874707479	0.7457642038110235	not prognostic
LGALS2	0.03548957631322022	-0.14748035454727623	0.21845950717371668	0.7038248544744081	0.8606041958630669	not prognostic
AIG1	-0.07630293737224098	-0.24154160980038353	0.08893573505590158	0.3654332928648003	0.6288149665613217	not prognostic
SMCO4	-0.24211027678203023	-0.4896140405420816	0.005393486978021084	0.05520575199908603	0.22724464259669758	not prognostic
CD5L	0.12656862538611496	-0.04954866679876607	0.302685917570996	0.15896838088642348	0.40722286525783963	not prognostic
LACTB2	-0.16657123496272788	-0.3586530510569503	0.025510581131494514	0.08919505233955137	0.2933737338706846	not prognostic
DCD	-0.1287885662622935	-0.3336556884170644	0.07607855589247733	0.21790412844400187	0.48134607993070533	not prognostic
SLC25A16	-0.40776484094991783	-0.6492291486263128	-0.1663005332735229	0.0009335459388361975	0.026118864970001487	favorable
RAB17	-0.1694854155651869	-0.3642106251611582	0.02523979403078444	0.08802328067304478	0.2913391615030573	not prognostic
SSBP1	-0.19059714772405117	-0.4292154441778958	0.048021148729793434	0.1174592352227213	0.3444521889777346	not prognostic
ACO1	-0.21805876924250261	-0.4415196041145588	0.00540206562955356	0.055801491947837165	0.22801951502007584	not prognostic
PARP1	0.38485532248871923	0.12024938993345485	0.6494612550439836	0.004362806310466916	0.05761092167789131	not prognostic
PNPLA7	-0.14116143162214972	-0.3907824601102866	0.10845959686598713	0.26770402254716735	0.5409059160155245	not prognostic
IMPA2	0.10894393031401528	-0.038484793648986826	0.2563726542770174	0.14752338593541803	0.38926521493657457	not prognostic
HNMT	-0.24200640411429244	-0.44777120574879004	-0.03624160247979488	0.021156785437213693	0.13273770148519565	not prognostic
LSP1	0.05388868408608251	-0.10731945594276011	0.21509682411492514	0.5123537432534613	0.7384261209511009	not prognostic
NBR1	-0.022836556593553548	-0.1698273012686998	0.1241541880815927	0.7607462325089173	0.8871904415334553	not prognostic
RBP7	-0.19224723082322498	-0.3721643499263175	-0.012330111720132486	0.03623463697393061	0.17592662951605248	not prognostic
MACROD1	-0.120254299227081	-0.29507010486167273	0.0545615064075107	0.17758040546402765	0.4313286408354421	not prognostic
IGFALS	0.1553495872468008	-0.048218975660509505	0.3589181501541111	0.13472916539414959	0.37091950116046163	not prognostic
ENOSF1	-0.04497291183077332	-0.24034969623551056	0.15040387257396393	0.6518775658007022	0.8304296879074683	not prognostic
TESC	0.18776384517830946	0.02062705792475711	0.3549006324318618	0.027675804752854388	0.15164105260239005	not prognostic
C2orf54	0.04964613934821502	-0.10131378951644532	0.20060606821287535	0.5192041475949281	0.7431550333201264	not prognostic
IGLV4-69	0.0557986384026376	-0.1311712617707914	0.2427685385760666	0.5585983175353805	0.7717794347059045	not prognostic
TMEM176A	-0.040920033700419786	-0.20082454624286333	0.11898447884202375	0.6159766884109391	0.8085089123798765	not prognostic
NCF1;NCF1B;NCF1C	0.15099335406361544	0.008972617614282419	0.29301409051294847	0.03717918014464519	0.17905605155191412	not prognostic
MAD2L1	0.5070764448617946	0.22184999441163739	0.7923028953119517	0.0004931866520496333	0.02025458759541453	unfavorable
SLCO2A1	-0.21264953960681218	-0.36324309218038353	-0.062055987033240806	0.005646758546065467	0.06498127154617497	not prognostic
GAS2	-0.19149664654915943	-0.396704279002047	0.013710985903728157	0.06739831564651154	0.2525814650411125	not prognostic
CBR1	-0.2365580369460914	-0.39982231308278493	-0.07329376080939787	0.0045135463932140865	0.058143569580497434	not prognostic
CSRP2	-0.22707140268571274	-0.4124556268334234	-0.04168717853800205	0.016363778567694807	0.11436761086383421	not prognostic
ALDH3A2	-0.12845557527315493	-0.2787937010654168	0.021882550519106897	0.0939969700273565	0.303044606645633	not prognostic
SPN	-0.04211378990339307	-0.20115590359480148	0.11692832378801535	0.6037666410246008	0.8033173929399986	not prognostic
GALT	-0.11646803361244945	-0.35202204757298416	0.11908598034808529	0.33250004976813397	0.6026058594279562	not prognostic
CFP	0.06428950719072776	-0.1340436946085157	0.2626227089899712	0.5252195056108158	0.7467508708485999	not prognostic
C11orf54	-0.284723847357704	-0.48589619449346794	-0.08355150022194008	0.00553747280242488	0.06430219714670551	not prognostic
HLA-DQB1	-0.22927157480104607	-0.41208751330178706	-0.04645563630030511	0.013970795534868775	0.10528664345427621	not prognostic
TFR2	-0.36070436189898303	-0.5532495631006498	-0.16815916069731632	0.000240945632995374	0.014877146566948852	favorable
LRG1	0.20551346158528777	0.06147268127558353	0.349554241894992	0.005167168648481044	0.06234725190006844	not prognostic
NIPSNAP3A	-0.35562077494296157	-0.5650762083268577	-0.1461653415590655	0.0008756751117272555	0.025208743650463404	favorable
MYH10	-0.034285112160754555	-0.21915922740532287	0.15058900308381376	0.7162482022530122	0.8666806534357641	not prognostic
SCLY	-0.2410685488391481	-0.44680054941198366	-0.03533654826631252	0.021641165415458824	0.1340853660654691	not prognostic
SLC13A3	-0.04469437368547259	-0.2210566539567596	0.13166790658581445	0.6193997501366664	0.8101513459420854	not prognostic
TMEM97	0.1017850448760605	-0.04380911204436905	0.24737920179649003	0.17062038798833407	0.42186256107692766	not prognostic
PLEK	0.1431400651972587	-0.011911221905491098	0.2981913523000085	0.07038931005892539	0.25774866787630224	not prognostic
PRKCB	0.03234760468568481	-0.1462944289352394	0.21098963830660902	0.7226641627489028	0.869859135398081	not prognostic
COL6A1	0.019942700382017016	-0.14139595235696514	0.18128135312099916	0.808573555546044	0.912652425971222	not prognostic
CYGB	0.07280699471679006	-0.1928074951536106	0.3384214845871907	0.5911009111919141	0.7938983585210331	not prognostic
DIO1	-0.2663461238688267	-0.46415746069712105	-0.06853478704053237	0.008314516282811098	0.07961482810696018	not prognostic
ALDH4A1	-0.33475142027130267	-0.5213296800001714	-0.1481731605424339	0.00043729186922984145	0.019873472615303405	favorable
FGL2	0.06949129562884998	-0.09542319722311912	0.23440578848081908	0.4088692245824429	0.6636341855849549	not prognostic
GP1BA	0.14441959985568628	-0.07504771361829765	0.3638869133296702	0.19713866515358774	0.4560678214780545	not prognostic
MMP2	0.21460788716198603	0.040252994815089815	0.38896277950888225	0.015845394160427188	0.11303889555243396	not prognostic
CPT2	-0.3348414362106518	-0.5185998463750283	-0.15108302604627535	0.00035506063678919053	0.017758982576388957	favorable
CLEC3B	-0.09863177775593797	-0.25823750138781254	0.06097394587593659	0.22581809136350411	0.48988354058091893	not prognostic
SYNGR1	0.1773802456015993	0.04081489170119518	0.3139455995020034	0.010904864169161461	0.09324856629083339	not prognostic
HINT2	-0.3102371533644362	-0.4921415584437667	-0.12833274828510566	0.0008296459737562453	0.024595431798144583	favorable
MROH1	-0.10345290599630935	-0.300362511319914	0.0934566993272953	0.303136191649278	0.5774421965608482	not prognostic
GEMIN8	0.11763312020682852	-0.07182517026228986	0.3070914106759469	0.22363245377435625	0.4884560523644332	not prognostic
