"","coefficients.ConditionC...ConditionA","coefficients.ConditionC...ConditionB","coefficients.ConditionC...ConditionD","coefficients.ConditionA...ConditionB","coefficients.ConditionA...ConditionD","coefficients.ConditionB...ConditionD","df.residual","sigma","stdev.unscaled.ConditionC...ConditionA","stdev.unscaled.ConditionC...ConditionB","stdev.unscaled.ConditionC...ConditionD","stdev.unscaled.ConditionA...ConditionB","stdev.unscaled.ConditionA...ConditionD","stdev.unscaled.ConditionB...ConditionD","Amean","s2.post","t.ConditionC...ConditionA","t.ConditionC...ConditionB","t.ConditionC...ConditionD","t.ConditionA...ConditionB","t.ConditionA...ConditionD","t.ConditionB...ConditionD","df.total","p.value.ConditionC...ConditionA","p.value.ConditionC...ConditionB","p.value.ConditionC...ConditionD","p.value.ConditionA...ConditionB","p.value.ConditionA...ConditionD","p.value.ConditionB...ConditionD","lods.ConditionC...ConditionA","lods.ConditionC...ConditionB","lods.ConditionC...ConditionD","lods.ConditionA...ConditionB","lods.ConditionA...ConditionD","lods.ConditionB...ConditionD","F","F.p.value"
"Retrograde endocannabinoid signaling_Homo sapiens_hsa04723",0.476067100860213,0.705523858489218,0.808905174942245,0.229456757629006,0.332838074082033,0.103381316453027,8,0.0652613099957678,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0214458128768281,0.00600775176462704,7.52242401909406,11.1481125445414,12.7816597831694,3.62568852544739,5.25923576407534,1.63354723862795,11.6319450597957,8.43147291599087e-06,1.46929536246159e-07,3.34811028100733e-08,0.00365086478545707,0.000223262142628847,0.129107711041944,3.57054418377577,7.79274824874516,9.38654504848499,-2.84454447057816,0.142246035524019,-5.9882088869863,64.6186263213358,1.57475289880525e-07
"Glutamatergic synapse_Homo sapiens_hsa04724",0.277312871450523,0.614507381294389,0.558022383260169,0.337194509843866,0.280709511809646,-0.0564849980342203,8,0.0692686730032098,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00965845351965212,0.00637853101056778,4.25260770451585,9.4235035341323,8.55730307047028,5.17089582961645,4.30469536595443,-0.866200463662015,11.6319450597957,0.00120165191897679,8.65647290104305e-07,2.33025057578536e-06,0.000257363636226248,0.00109782940469813,0.403893440916295,-1.61762237655528,5.93265405961239,4.97256611598739,-0.100242170346681,-1.51304456326727,-6.89308040635556,37.6888993506424,2.82860687597014e-06
"Circadian entrainment_Homo sapiens_hsa04713",0.454758898088495,0.728889057242288,0.668956686544907,0.274130159153794,0.214197788456413,-0.0599323706973809,8,0.0838151188231299,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0270425008622056,0.00791005480801522,6.26234642655976,10.0373094449963,9.21199900236487,3.77496301843654,2.9496525758051,-0.825310442631433,11.6319450597957,4.80026951670928e-05,4.47679800585336e-07,1.09507205714502e-06,0.00279202337536268,0.0125187957712956,0.425797965725291,1.74174424461906,6.62536998163174,5.76344529659296,-2.57049756977229,-3.98801993939808,-6.92828696390856,41.4095704526105,1.724134948379e-06
"Dopaminergic synapse_Homo sapiens_hsa04728",0.427820055491421,0.578145553908001,0.454088089470823,0.15032549841658,0.0262680339794015,-0.124057464437178,8,0.0815069254160177,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0145442057473659,0.00764760841536019,5.9916156714861,8.09692279904033,6.35949922914055,2.10530712755424,0.367883557654457,-1.73742356989978,11.6319450597957,7.16843821895802e-05,4.06898915299135e-06,4.16704645463701e-05,0.0577175854067147,0.719567001511479,0.108687300798238,1.32082770808653,4.30356418425777,1.94672374841795,-5.56999826274224,-7.42828056127327,-5.83629090502628,24.9148574480705,2.34701730516641e-05
"Serotonergic synapse_Homo sapiens_hsa04726",0.37748167063264,0.297076463265408,0.495775211855076,-0.0804052073672319,0.118293541222436,0.198698748589668,8,0.0540413233377841,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0164393674125745,0.00508713259224709,6.48193944237951,5.1012586688392,8.51322103902866,-1.38068077354032,2.03128159664915,3.41196237018947,11.6319450597957,3.49290826206577e-05,0.000288101638743969,2.45561098612516e-06,0.193329984570104,0.0657192751702797,0.00537655405204854,2.07573238594959,-0.173188113978502,4.91764045249533,-6.64719164824355,-5.59031673574995,-2.934529359532,26.3645304898902,1.76924690686831e-05
"Cholinergic synapse_Homo sapiens_hsa04725",0.368997515385299,0.642125099466587,0.744513205175526,0.273127584081288,0.375515689790227,0.102388105708939,8,0.0657658981595398,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0244862862821448,0.00605322294113441,5.80865706027674,10.108156117807,11.7199214233093,4.29949905753026,5.9112643630326,1.61176530550234,11.6319450597957,9.45396879580153e-05,4.15744276456525e-07,8.58198281476427e-08,0.0011077541197122,8.09020777125137e-05,0.133796026250239,1.0306195346988,6.7030439628409,8.41516698876103,-1.61888947822715,1.20457502149025,-6.01933076460237,54.8830668382985,3.82477903873014e-07
"Estrogen signaling pathway_Homo sapiens_hsa04915",0.112349116899094,0.624714012957034,0.530440519450929,0.51236489605794,0.418091402551835,-0.0942734935061057,8,0.0583885813738832,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00160200022419621,0.00542328397827451,1.86846135411033,10.3895252833163,8.8216769174824,8.521063929206,6.95321556337207,-1.56784836583393,11.6319450597957,0.0870787303668732,3.11142637688567e-07,1.70899294743918e-06,2.43278832620516e-06,1.80390438573906e-05,0.143703362591771,-5.86087597810854,7.00705776956067,5.29746930085861,4.80649461993907,2.78055313674575,-6.08126823870239,52.1115421225831,5.05824905357075e-07
"Aldosterone synthesis and secretion_Homo sapiens_hsa04925",0.033544035546886,0.500663523399225,0.545854668584161,0.467119487852339,0.512310633037275,0.0451911451849359,8,0.102736247530194,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0163717828932932,0.0103376882915675,0.404063129066847,6.03086857547477,6.57522989729654,5.62680544640792,6.1711667682297,0.544361321821772,11.6319450597957,0.693496315896449,6.75930048482454e-05,3.05756827217925e-05,0.000125052600143871,5.48823602331171e-05,0.596473939723111,-7.42530435434043,1.34540213317343,2.27142283433818,0.655676153237613,1.61162559139418,-7.12786282862344,24.9681431751578,2.32219229767114e-05
"Insulin secretion_Homo sapiens_hsa04911",0.207001733878862,0.564823897553942,0.432397737404363,0.35782216367508,0.2253960035255,-0.132426160149579,8,0.0752447631257916,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0059495747500674,0.00697249895920666,3.03616509871439,8.28446492953857,6.34212522991941,5.24829983082418,3.30596013120502,-1.94233969961916,11.6319450597957,0.010682980107989,3.23354506441951e-06,4.27340964110374e-05,0.000227211987261435,0.00652162081810786,0.07669815150899,-3.84161565136631,4.5456484623493,1.92029600431279,0.03007302750654,-3.33463509592988,-5.52118745753175,26.7199861865749,1.65418272719547e-05
"Thyroid hormone synthesis_Homo sapiens_hsa04918",0.160803287390836,0.817448254944989,0.774720625182248,0.656644967554153,0.613917337791412,-0.0427276297627413,8,0.0634502510742912,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0107272989856959,0.0058474317357584,2.57547875836614,13.0925222415215,12.4081823587067,10.5170434831553,9.83270360034057,-0.684339882814762,11.6319450597957,0.0248175708645428,2.57468411573002e-08,4.62503870998298e-08,2.73422036410311e-07,5.55689095650789e-07,0.507166455195898,-4.67361340385798,9.60668395292978,9.05380379623086,7.10862971163214,6.43645552792202,-7.03787365918699,89.961467286732,2.54111714890682e-08
"Gastric acid secretion_Homo sapiens_hsa04971",0.319265502313386,0.71315735348355,0.701686800766414,0.393891851170164,0.382421298453028,-0.0114705527171356,8,0.0388619614508135,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0233700829152081,0.00411724315549682,6.09388656176149,13.6121816523381,13.3932408442883,7.51829509057665,7.29935428252681,-0.218940808049835,11.6319450597957,6.1534692436865e-05,1.67983043727264e-08,2.00734955880303e-08,8.47691384220595e-06,1.13055254679888e-05,0.830490594503214,1.48102524977318,10.0487887881941,9.91179789036462,3.48937142761287,3.2718795450357,-7.26015493508649,85.2765186942069,3.41954194675887e-08
"Salivary secretion_Homo sapiens_hsa04970",0.313789264311971,0.740449692005711,0.651476132756011,0.42666042769374,0.33768686844404,-0.0889735592497001,8,0.101086794388873,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00296682937355131,0.0101064653584887,3.82282189404251,9.02072701640379,7.93678276153444,5.19790512236128,4.11396086749193,-1.08394425486935,11.6319450597957,0.00256308082014503,1.35944254594892e-06,4.96642726673458e-06,0.000246389611705554,0.00153082753285775,0.300345951835812,-2.3965600598216,5.45792642651958,4.17893291364386,-0.0546796757078933,-1.85596738803039,-6.68117424983672,34.0163050949712,4.8238748841978e-06
"Pancreatic secretion_Homo sapiens_hsa04972",0.148222265334664,0.560552646261634,0.610643728833931,0.41233038092697,0.462421463499268,0.0500910825722974,8,0.112428780323613,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0128951483214228,0.0117720101201174,1.67314570379424,6.3275665752749,6.89299903182934,4.65442087148066,5.2198533280351,0.565432456554434,11.6319450597957,0.12095381468389,4.36476225594375e-05,1.95967526706468e-05,0.000603823053939239,0.000237835474244245,0.582522007817101,-6.15548846295055,1.8050047407306,2.73819420976774,-0.989502273124228,0.0762220134536884,-7.11555128881715,23.2635278735768,3.29592645586657e-05
"Endocrine and other factor-regulated calcium reabsorption_Homo sapiens_hsa04961",0.65236516100118,0.386668689035944,0.490018461199306,-0.265696471965236,-0.162346699801873,0.103349772163362,8,0.190805461580489,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00619288741701922,0.0281176812192934,4.7648215246389,2.8241963283184,3.57905457092407,-1.9406251963205,-1.18576695371483,0.754858242605668,11.6319450597957,0.000501653857235505,0.0157548778479511,0.00397147106899417,0.0769255602138491,0.259372092913625,0.465343597898767,-0.712425738792805,-4.2682620474506,-2.78113936442293,-5.83666981457086,-6.78267786620116,-6.98537335660707,8.20518684529127,0.00331668633107011
"Bile secretion_Homo sapiens_hsa04976",0.0405735980671338,0.0130299719054781,0.118229575428889,-0.0275436261616557,0.0776559773617556,0.105199603523411,8,0.152400038606131,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00817281143036759,0.019052334136559,0.360010408757293,0.115615221110672,1.04905356697547,-0.244395187646621,0.689043158218175,0.933438345864796,11.6319450597957,0.725291083373628,0.909929400014129,0.315461695362558,0.811182432042567,0.504308767598235,0.369565662391123,-7.443300375326,-7.54749976909314,-6.87886571306622,-7.57092182703311,-7.24921797883334,-6.83196013935351,0.441550731218821,0.727686158022069
"Ovarian steroidogenesis_Homo sapiens_hsa04913",0.136889147313479,-0.209490441843358,0.131604104862592,-0.346379589156837,-0.00528504245088719,0.34109454670595,8,0.235194832420475,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0082033090597668,0.0411231656373458,0.826744621609289,-1.2652215275761,0.794825506712315,-2.09196614918539,-0.0319191148969741,2.06004703428841,11.6319450597957,0.425016587708685,0.230550233362882,0.442630976745044,0.0590886323580826,0.975077699255317,0.0624939550384817,-7.15352550746894,-6.74269964139383,-7.11494008240754,-5.59197842578057,-7.50057166492141,-5.33209944443837,1.9228624586727,0.181378036104346
"Vasopressin-regulated water reabsorption_Homo sapiens_hsa04962",0.580346826792,1.01443476687569,0.737516982500659,0.434087940083692,0.157170155708659,-0.276917784375033,8,0.117951535882909,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0113185928051629,0.0126470721432211,6.32030804321516,11.0477733665622,8.03198070759391,4.72746532334701,1.71167266437875,-3.01579265896827,11.6319450597957,4.41108227277661e-05,1.618555136239e-07,4.41000222382313e-06,0.000534028868877894,0.113461620985652,0.0110894068099891,1.8305436184352,7.6915545120616,4.30360643158429,-0.861729093259891,-6.08703313079172,-3.66007551981055,43.4810102104214,1.33152843146652e-06
"Cocaine addiction_Homo sapiens_hsa05030",0.541242203694673,0.630215961414489,0.522095716481895,0.0889737577198162,-0.0191464872127773,-0.108120244932593,8,0.121357712291324,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0333119414027934,0.013207686562396,5.76798212967509,6.71616954195503,5.5639392901931,0.948187412279935,-0.204042839481992,-1.15223025176193,11.6319450597957,0.0001006028572742,2.50602077310288e-05,0.000137898012432673,0.362317710327818,0.841846265756024,0.272357620551586,0.965469885288597,2.38873859087978,0.693651388485684,-7.13415351100613,-7.47862482215007,-6.6066940392142,18.6003831652859,9.72259120455325e-05
"Amphetamine addiction_Homo sapiens_hsa05031",0.364917106584491,0.672546608838655,0.334659502558243,0.307629502254164,-0.0302576040262477,-0.337887106280412,8,0.138322142057512,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00201359140500452,0.0162374949929885,3.50735993882641,6.46410647862599,3.21654236329584,2.95674653979958,-0.290817575530575,-3.24756411533015,11.6319450597957,0.00452161070528889,3.5834007010856e-05,0.00767848494177058,0.0123570495365672,0.776310917755643,0.00725528380028027,-2.9754293105122,2.01244637861024,-3.44770905205802,-4.07453745132547,-7.45550382654749,-3.23613455531186,13.9676647880683,0.00036372287993483
"Glucagon signaling pathway_Homo sapiens_hsa04922",0.14697898878079,0.445173994393868,0.338263289363561,0.298195005613078,0.191284300582771,-0.106910705030307,8,0.0866208433525178,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.000465648824389147,0.00823893968999002,1.98319410455362,6.00675272367839,4.56420177344701,4.02355861912477,2.58100766889339,-1.44255095023138,11.6319450597957,0.0714595883631373,7.00763128811397e-05,0.000703436450918531,0.00179475597485235,0.0245690343995509,0.1755289913015,-5.67966257396848,1.30751074151301,-1.00282432491277,-2.1168477069701,-4.6521055541127,-6.25171153528321,14.296275460154,0.000327774639435104
"Adipocytokine signaling pathway_Homo sapiens_hsa04920",0.420712646083138,-0.0842785686565889,0.57376399520512,-0.504991214739727,0.153051349121982,0.658042563861709,8,0.0942404983881148,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0033148491243974,0.00918674405203231,5.37589017244067,-1.07691635420626,7.33158903550992,-6.45280652664693,1.95569886306925,8.40850538971619,11.6319450597957,0.000185365591137986,0.303345956146977,1.08323084072811e-05,3.6420315011062e-05,0.0749473478079871,2.78337727867496e-06,0.325733161664576,-6.95615074709983,3.36045572430083,1.95247869561544,-5.71178020576824,4.90044162527523,33.3297624613241,5.36035945732746e-06
"Insulin resistance_Homo sapiens_hsa04931",0.212472086279084,0.338154224896668,0.572751154132733,0.125682138617584,0.36027906785365,0.234596929236066,8,0.070064615701222,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00675348449265886,0.00645480462648616,3.23896280679364,5.15488399714678,8.73112190063095,1.91592119035314,5.49215909383731,3.57623790348417,11.6319450597957,0.0073702014630141,0.00026411151995147,1.89897052139879e-06,0.0802719630997664,0.000154291046979772,0.0039917352807733,-3.46944377672471,-0.0824013760156026,5.18704287179332,-5.87574406576941,0.528449972976213,-2.63327963961784,26.6533736322485,1.6750620217732e-05
"Insulin signaling pathway_Homo sapiens_hsa04910",0.437984531060841,0.416062888381587,0.47887862979599,-0.021921642679254,0.0408940987351486,0.0628157414144026,8,0.0711018912126201,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0136256453216821,0.00655551250287217,6.62523178389362,6.29363111415769,7.24382185614472,-0.331600669735931,0.618590072251101,0.950190741987032,11.6319450597957,2.84837226507933e-05,4.58586448791215e-05,1.21733822377948e-05,0.746088819381668,0.548108834348584,0.361341066842002,2.29012038301942,1.75305110217684,3.2379356297549,-7.54391166772617,-7.29731389298011,-6.81611895698346,22.8953198337971,3.56503192115512e-05
"Type II diabetes mellitus_Homo sapiens_hsa04930",0.321076324288053,0.810206640205318,0.720233559785103,0.489130315917265,0.39915723549705,-0.0899730804202147,8,0.165624345037849,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0129885382433967,0.0219448181573802,2.65453171707939,6.69846719026171,5.95460544278348,4.04393547318231,3.30007372570409,-0.743861747478222,11.6319450597957,0.0214870779824353,2.56905552513448e-05,7.57834014560394e-05,0.00173141076898701,0.00659203397299223,0.47171959452277,-4.53289357030789,2.36259166393034,1.31997680821429,-2.07985432421962,-3.34546746300662,-6.9938688285996,19.1950930534876,8.37121520681809e-05
"Longevity regulating pathway - multiple species_Homo sapiens_hsa04213",0.206764615778686,0.161838539220605,0.283360815152737,-0.0449260765580809,0.0765961993740508,0.121522275932132,8,0.170856171673866,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00725333921679179,0.0231555582155792,1.66415671102466,1.30256664145413,2.28064555631019,-0.361590069570525,0.616488845285534,0.978078914856059,11.6319450597957,0.12276375747329,0.217921915390419,0.0422742612842821,0.724141199517049,0.549447288902746,0.347939568464928,-6.16858382333793,-6.69723425997733,-5.12282486005186,-7.53276701487062,-7.29867409009192,-6.7892148472018,1.85581430104241,0.192508074357059
"Longevity regulating pathway - mammal_Homo sapiens_hsa04211",0.258928121031148,0.18311408943472,0.43909220038266,-0.0758140315964282,0.180164079351512,0.25597811094794,8,0.146243195400039,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0142912066171473,0.0177877479942523,2.37774000801,1.68153885620974,4.03218888661923,-0.696201151800256,1.65444887860923,2.35065003040949,11.6319450597957,0.0355098923755696,0.119285218949039,0.00176763918072164,0.499978126641,0.124745295153624,0.0372845922574446,-5.02016900477678,-6.18451762057642,-1.95363593563838,-7.34598648260913,-6.1708252984977,-4.84490126250888,5.5812033981956,0.0130310316206168
"AMPK signaling pathway_Homo sapiens_hsa04152",0.300005093684327,0.176189325597168,0.202898714929969,-0.123815768087159,-0.0971063787543582,0.0267093893328011,8,0.0615446887173255,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00217899043797313,0.00568361689595049,4.8737344183633,2.86228466912192,3.29619220211105,-2.01144974924138,-1.57754221625225,0.433907532989128,11.6319450597957,0.0004184934969409,0.0146929628900461,0.00663888623183846,0.0680326116456999,0.141463214342954,0.672294211508992,-0.523871256831393,-4.19919429841656,-3.30130274927549,-5.72325966012489,-6.28063335973413,-7.18506759004476,8.25561483767553,0.00323986025023735
"mTOR signaling pathway_Homo sapiens_hsa04150",0.374026361585407,0.309903899705005,0.488113684863975,-0.0641224618804016,0.114087323278568,0.178209785158969,8,0.114634514813542,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.014927428203702,0.0121164693409313,4.16159485815699,3.4481379068268,5.43098457690431,-0.713456951330188,1.26938971874732,1.9828466700775,11.6319450597957,0.00140828490248266,0.00503446093288668,0.000169888944948177,0.48963067270665,0.229112113600742,0.0715027065822024,-1.78131052605009,-3.12457891753765,0.475674439681278,-7.33335176644282,-6.6843296069131,-5.45672837218342,10.7926953765012,0.0011082038371857
"Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960",0.415942526116439,0.699982485355341,0.730388737834506,0.284039959238902,0.314446211718068,0.0304062524791659,8,0.179048820823214,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00181860826383317,0.0251271279397466,3.21371625211133,5.40830751398092,5.6432367689202,2.19459126186959,2.42952051680886,0.234929254939277,11.6319450597957,0.00771825909178771,0.000176087095757232,0.000121908351504434,0.0492852699687895,0.032341809727233,0.818348282269631,-3.51586769815812,0.341453591410041,0.822497315458474,-5.42133900955936,-4.91852710200608,-7.2562501806355,13.6996460080093,0.000396494877831405
"Carbohydrate digestion and absorption_Homo sapiens_hsa04973",0.186985996949181,0.804718547116712,0.663340532935982,0.617732550167531,0.476354535986801,-0.14137801418073,8,0.112623441609189,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00422099450471188,0.0118021402176156,2.10801806692373,9.07212980537614,7.47828099839957,6.96411173845242,5.37026293147585,-1.59384880697657,11.6319450597957,0.0574426630980897,1.28224472247485e-06,8.93111609974519e-06,1.77715818798097e-05,0.00018702814322815,0.137763441889667,-5.4765740836335,5.5194384764793,3.56303760212798,2.70857311114013,0.327256797765783,-6.04473128562472,37.0918160575717,3.07499493096981e-06
"Thyroid hormone signaling pathway_Homo sapiens_hsa04919",0.144688402861649,0.32058595901318,0.543965952633211,0.175897556151531,0.399277549771561,0.22337999362003,8,0.0904007002713268,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.000646686914057434,0.00869913175795812,1.89994661333394,4.2097099357156,7.14297931992986,2.30976332238166,5.24303270659591,2.93326938421426,11.6319450597957,0.0825065894217722,0.00129480980490239,1.39367559857178e-05,0.040125622871655,0.000229140605022907,0.0129004743465971,-5.81170493868362,-1.73409613313742,3.09593554229983,-5.22589637834312,0.115107037464259,-3.81025322127994,18.9636793815917,8.86912911234248e-05
"Sphingolipid signaling pathway_Homo sapiens_hsa04071",0.351745803710507,0.442535067861068,0.661856101615762,0.0907892641505613,0.310110297905255,0.219321033754694,8,0.123347566440986,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0053803791226566,0.0135425765996695,3.70189336245258,4.6573906869282,6.96560039558175,0.955497324475621,3.26370703312917,2.30820970865355,11.6319450597957,0.00318293509496859,0.000600806661676262,1.7735370705237e-05,0.358763099028489,0.00704448071103155,0.040237573772386,-2.61798458635436,-0.938747039825308,2.84294143806166,-7.12716189700774,-3.41237761977055,-4.91761658063787,16.801247023814,0.000156751021052982
"Chagas disease (American trypanosomiasis)_Homo sapiens_hsa05142",0.280602193330226,0.544751084560004,0.717282228058915,0.264148891229777,0.436680034728688,0.172531143498911,8,0.115314231733401,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00215051108777694,0.0122239664468236,3.10835502376811,6.03444951837023,7.94565356238198,2.92609449460212,4.83729853861387,1.91120404401175,11.6319450597957,0.00935950626926906,6.72323023788259e-05,4.91152882676739e-06,0.0130712671515079,0.000444573654130335,0.0809259748727029,-3.70935945932258,1.35102172746676,4.19059606637675,-4.13044692785081,-0.575722506040263,-5.57027426797244,24.1373415863,2.74712268827846e-05
"AGE-RAGE signaling pathway in diabetic complications_Homo sapiens_hsa04933",0.158302317450089,0.401610305517025,0.502492695413531,0.243307988066936,0.344190377963441,0.100882389896505,8,0.0420539962222873,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00368622711334564,0.00429488261244534,2.95840244770882,7.50541704003324,9.39073820278018,4.54701459232443,6.43233575507136,1.88532116274694,11.6319450597957,0.0123195957477062,8.62033472774473e-06,8.97511023356266e-07,0.000724287914189974,3.75086308423264e-05,0.0846023758792958,-3.98368805183935,3.51262854535871,5.97155782170357,-1.1785109106146,2.0112517013083,-5.61076568226131,36.4790191393447,3.35444005519179e-06
"Amoebiasis_Homo sapiens_hsa05146",0.36177174120541,0.6272936759232,0.63809351215646,0.26552193471779,0.27632177095105,0.0107998362332604,8,0.063726727349438,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00595596332167978,0.00587161439281069,5.78231180032978,10.0262325975966,10.1988497851225,4.24392079726683,4.41653798479269,0.172617187525859,11.6319450597957,9.8421086609746e-05,4.52907346346075e-07,3.78396306080042e-07,0.00121993733321442,0.000905240877396042,0.865919362308639,0.988448116651609,6.61318411565455,6.87347739774756,-1.71863263572113,-1.31360505716671,-7.2699257098577,45.9205791658091,9.96036564300001e-07
"Natural killer cell mediated cytotoxicity_Homo sapiens_hsa04650",0.227910448959194,0.59625316010384,0.678564212501711,0.368342711144646,0.450653763542517,0.0823110523978706,8,0.103317745261933,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0144902597408581,0.0104200957849374,2.73447533625782,7.15386050931635,8.14143059972366,4.41938517305853,5.40695526346584,0.987570090407313,11.6319450597957,0.0185668930128344,1.37339672467301e-05,3.85166939659849e-06,0.000900825214457173,0.000176464165191383,0.34346121937072,-4.38955312013604,3.02199206622034,4.4456167991202,-1.40478208671124,0.388031916119459,-6.77990806233213,29.1132321623188,1.07218103386866e-05
"Fc gamma R-mediated phagocytosis_Homo sapiens_hsa04666",0.524364056672712,0.842826649484943,0.621282452728586,0.318462592812231,0.0969183960558744,-0.221544196756356,8,0.0642723502265199,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00475599415162182,0.00591964709902572,8.34700427105087,13.4163994527896,9.88978405453766,5.06939518173873,1.54277978348679,-3.52661539825194,11.6319450597957,2.99753234232875e-06,1.9696430240737e-08,5.22984496628256e-07,0.000303433985896441,0.149639672873444,0.00436661564505659,4.65844309240605,9.88415304456758,6.53586059869765,-0.272324643269474,-6.3291619469026,-2.72422298529827,64.6660060598835,1.56846010140506e-07
"Choline metabolism in cancer_Homo sapiens_hsa05231",0.584761820046951,0.593426400881697,0.496429031566617,0.00866458083474608,-0.0883327884803332,-0.0969973693150793,8,0.107445828852517,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00519528121112526,0.0110184821406651,6.82281746746197,6.9239130784285,5.79217820283821,0.101095610966522,-1.03063926462376,-1.13173487559028,11.6319450597957,2.15954365377606e-05,1.87798606346614e-05,9.69480620711885e-05,0.921196209730924,0.323664380420648,0.280538400794112,2.58119113244775,2.69245481120492,1.06214644822251,-7.59765818953656,-6.95091421610046,-6.6294321349663,21.7323333817233,4.60088739349474e-05
"Phospholipase D signaling pathway_Homo sapiens_hsa04072",0.575471048982383,0.383271221387026,0.533712362569259,-0.192199827595357,-0.0417586864131242,0.150441141182233,8,0.081690688588206,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00324439323675343,0.00766823417388212,8.04862004452314,5.3604858843888,7.46457710944941,-2.68813416013433,-0.584042935073727,2.10409122506061,11.6319450597957,4.31980399287746e-06,0.000189954303207102,9.09259981387052e-06,0.0202082445610401,0.570344423635995,0.0578412941572485,4.27411823351745,0.262133282424265,3.54422798058838,-4.56098657086483,-7.31912544775545,-5.2600090576399,26.8715627095025,1.60779796196919e-05
