"","ConditionA_rep3","ConditionB_rep3","ConditionC_rep3","ConditionD_rep3","ConditionA_rep2","ConditionB_rep2","ConditionC_rep2","ConditionD_rep2","ConditionA_rep1","ConditionB_rep1","ConditionC_rep1","ConditionD_rep1"
"negative regulation of mitotic sister chromatid separation (GO:2000816)",0.167626072519825,0.171930180743056,-0.411897235309938,0.168732993207031,0.0297442017535566,0.188961454360372,-0.324424073732509,0.0732309262490236,0.0778825466334415,0.366007895740959,-0.586040861475474,0.289196578256621
"sodium ion homeostasis (GO:0055078)",-0.0409590007200432,0.0512102488270304,-0.0153296247435226,-0.216169805180781,0.435229910960927,-0.295061185815999,0.145181674565544,-0.265967597879804,-0.0765926478158342,0.0634317918642212,0.142675656832311,0.162747624212969
"positive regulation of DNA binding (GO:0043388)",0.364633563956672,-0.309212996284144,-0.0406257054434971,0.0177409352495637,0.0812093614305178,-0.131535023196659,-0.231048835473511,0.337655251946066,0.407321169063198,-0.431674138735277,-0.0400162694626401,0.121294779231932
"circadian rhythm (GO:0007623)",0.320236513756766,-0.0928514405639095,0.0445598900942277,-0.242841412111315,0.060811516451061,-0.0905673725228405,0.184357814399195,-0.0630087154208642,0.209522568515855,-0.259898780816598,0.142826507019703,0.0463290555898854
"detection of abiotic stimulus (GO:0009582)",0.000843844180958092,0.164593185195389,-0.0825073560155926,-0.276683638879193,-0.12936373437284,0.310108168722225,-0.0690089720878786,-0.215208587152513,-0.0473841987833046,0.303955404364102,-0.0440369237185989,-0.241645283173352
"rhythmic behavior (GO:0007622)",-0.104230488026697,-0.255254355001047,0.465042109778971,0.235713504291396,-0.149062573484913,-0.449043447570632,0.424724819337317,0.282873707729199,-0.084485674602379,-0.336407287041111,0.431344410733127,0.114105324842823
"endothelial cell migration (GO:0043542)",0.138957569719908,0.155539466001293,0.334205494944741,-0.226625217487857,-0.219353332240085,0.314512538033721,0.172462547907127,-0.192566300963081,0.190783076617181,-0.325076677558548,0.372270220106268,-0.352016458306576
"regulation of systemic arterial blood pressure (GO:0003073)",-0.446922160459353,0.370798667351471,-0.0202199629868451,-0.316304000483753,0.0506145650696402,0.54254289870773,-0.225465494078447,-0.34494987129948,-0.537357225758676,0.29404795756544,-0.0226148100629525,-0.108987521718516
"positive regulation of GTPase activity (GO:0043547)",0.0266863190397452,-0.198211185419489,0.251854540720206,-0.125001153242832,0.0315497540134457,-0.160470777388128,0.303274348050136,-0.0953889033797277,0.099832863822928,-0.120884298303047,0.237226767251737,-0.222488681060253
"microtubule-based movement (GO:0007018)",0.0632086878727707,-0.0666620430975972,0.0612472596129146,-0.0733128661415885,0.087057312824711,-0.0475645516800703,0.0704506384731278,-0.0864744338671277,0.02509011895711,-0.136300042126972,0.235672166172558,-0.171758619594146
"histone deacetylation (GO:0016575)",0.258660307349586,0.261912213278339,-0.155206115581401,-0.314691190516736,0.307262694172241,-0.00729934823165343,0.017375694928602,-0.217518407851768,0.148168471674673,-0.0399658061765995,-0.0293557895298794,-0.206847378923292
"histone ubiquitination (GO:0016574)",0.279124671428138,0.00826065048969449,-0.151293089655302,-0.202808373744539,-0.0207290033029361,-0.285979673654985,0.155952436716582,0.142807327957239,0.391494005095179,-0.101158402435451,-0.139265190267671,-0.264428817705649
"histone demethylation (GO:0016577)",-0.0617095765453093,0.25008264566888,-0.208290276960943,-0.00624474585305948,0.349151749501014,-0.0748174772166045,0.123087116160935,-0.51754424534493,0.269545851631217,0.217593728257694,-0.486494173274613,0.140198307530619
"regulation of urine volume (GO:0035809)",-0.653523914081257,0.708724063112826,-0.437549344702438,-0.219331349247301,-0.760145270803836,0.66982472761724,-0.453181746407792,0.681276779642672,-0.817694584148131,0.666508763619134,0.253908100426304,-0.731292472440277
"histone methylation (GO:0016571)",0.266431766413681,-0.0621470675483759,-0.298089998782209,0.00991683071057697,0.324627152550801,-0.0989168544145193,-0.190444358482076,0.0913753574754353,0.262835156440618,-0.084048762673311,-0.247689195432535,0.0104597274385699
"histone modification (GO:0016570)",0.17263485725289,-0.0265979196801155,-0.134894279765448,0.0124177836780502,0.196780014135706,-0.0490929026544554,-0.181411934047747,0.0314555764790313,0.193412680825251,-0.0784458378935079,-0.155525603639088,0.0720736072297181
"histone acetylation (GO:0016573)",0.266326665884868,-0.120886786554696,-0.165487117865491,-0.0485005846124796,0.250027366846791,-0.0164923518225045,-0.225002852002745,0.0381362704839391,0.225965173140163,-0.0467012232562727,-0.222948537781585,0.249324669613087
"histone phosphorylation (GO:0016572)",-0.477261303354398,0.00602005502708991,0.0088495494808199,0.492748252413615,0.0764247201155163,-0.0848733985561826,-0.279327286502724,0.445401682424871,-0.16037409269808,-0.161048193358858,0.101412687279443,0.225384091719796
"positive regulation of glycogen biosynthetic process (GO:0045725)",0.331302565608149,0.470178697838406,-0.102501921833663,-0.620497439443394,-0.0428813454101298,0.2188177321195,-0.29469163684942,0.161743800347506,0.07007572050814,0.0212639557729726,0.0397727551020903,-0.385405149265503
"positive regulation of translation (GO:0045727)",0.0585582992787751,-0.167719920455076,-0.00956216210416104,0.135828484259963,0.034744073972403,-0.321577651901136,0.207027611940431,0.212614087771002,-0.012222362495548,0.0206233469513921,0.0226727102090679,0.063982311383508
"protein deubiquitination (GO:0016579)",0.058255325987364,-0.0851998751459848,0.0419319905856498,-0.0275053607495261,-0.177497292197316,0.300191926950579,-0.139107308586708,-0.0372276005856692,-0.141703612779538,0.2589237902727,-0.120349574646352,-0.131210931610296
"negative regulation of gluconeogenesis (GO:0045721)",-0.809538850284432,0.784586228679704,-0.432229854554924,-0.121446620341193,0.214511285902245,0.0112390175884741,0.0878079595704332,-0.0069488313329264,-0.666771951990029,0.683512318382813,-0.468638466406749,0.0789639924194472
"positive regulation of gluconeogenesis (GO:0045722)",0.024964449360104,-0.225464599736245,0.237988532600189,-0.13978980483432,-0.124718675903369,-0.0634473394370273,0.118970437919871,0.147584685954215,0.537753264121731,-0.268566237951142,-0.397408886123543,0.199597027457245
"positive regulation of fatty acid biosynthetic process (GO:0045723)",0.180477947425814,-0.558907138345032,0.792956411876171,-0.511606773040528,0.583048861990698,-0.285217824602284,0.244823431688372,-0.418825015792898,0.0521162349968513,-0.857864813645146,0.67103600758053,0.0320593809223132
"regulation of tube size (GO:0035150)",-0.223457082380798,0.485915687136643,-0.0575456023941377,-0.371511610161899,-0.115722259358746,0.402232089711758,-0.146947918351643,-0.153960183993451,-0.102072465143894,0.253823762062922,0.023439570664239,-0.34184325673262
"pore complex assembly (GO:0046931)",0.217656168641166,0.141907317680059,-0.210840592658751,-0.0278465264892857,0.400505978911456,-0.378334191907393,0.0251620280900612,0.149407013905209,-0.0133611469232309,0.291137753227122,-0.119527728420451,0.0276328611132102
"ER-nucleus signaling pathway (GO:0006984)",0.00848284672900013,-0.169831352244676,0.434443519069783,-0.172647476204895,-0.0626318260890075,-0.17264749471796,0.373604151731931,-0.222595318801025,0.165973616368256,-0.158657393780756,0.472842323075595,-0.386347388760442
"microtubule-based transport (GO:0010970)",0.0770338675777373,-0.0393288353181019,0.120764457670356,-0.159161054273695,0.00573683520002105,-0.0659734050429359,0.171589979606795,-0.0505990683131957,-0.0351045143511593,-0.180146295908884,0.332331050034821,-0.151931235617445
"negative regulation of smoothened signaling pathway (GO:0045879)",0.692227488151675,0.566913745166652,-0.723402978223538,-0.547525814769962,-0.252779936209308,0.258766625488533,-0.11467608235464,0.126224384753925,0.663028295912628,-0.0177443760363204,-0.0958084342226078,-0.583744926468625
"rRNA transcription (GO:0009303)",0.151683410304807,0.244797785936106,-0.575876683241802,0.47392898104562,-0.0917036359165405,0.515256411582841,-0.657043784852219,0.446839820721834,0.261392839359111,0.256122024848894,-0.561281878757357,0.325272255881691
"response to fluid shear stress (GO:0034405)",0.150572904623153,0.304327976235495,-0.122579854218824,-0.578986896489714,0.0387938227704061,0.2157785744233,-0.121191100295139,-0.0299643309464394,-0.201809238545962,0.175473617583819,0.0778800318201521,-0.172085063288866
"coagulation (GO:0050817)",0.155123228747119,-0.0757878521476347,0.210193958845735,-0.2526223222755,0.153177222870475,-0.0647496024113922,0.203165494241736,-0.230707199560494,0.174410832815503,-0.0724764075864732,0.216910917721376,-0.307851902464081
"regulation of steroid biosynthetic process (GO:0050810)",0.180812049531461,0.167790466196979,-0.416171822267543,-0.271666948950969,-0.0835593098975542,0.326100202954083,-0.268961200950718,0.148939296730491,0.139428038546955,0.336070365227469,0.0943493771069501,-0.519091280397329
"modulation by organism of defense response of other organism involved in symbiotic interaction (GO:0052255)",-0.0648564219822441,-0.313028720388307,0.511268533879426,-0.367558261878153,0.284667586902356,0.586386607706862,-0.640888072251396,-0.143872394188319,-0.135306898553492,0.556463263193899,-0.0543726534606518,-0.580676221940285
"regulation of acyl-CoA biosynthetic process (GO:0050812)",-0.362092712118828,0.641285397152012,-0.311375108149458,-0.0368195577611521,-0.388664617742894,0.615836511841084,-0.494684995634049,-0.0483265984119688,-0.577351635507675,0.608711500871704,-0.346815325533855,-0.0988142292490265
"L-methionine biosynthetic process from methylthioadenosine (GO:0019509)",0.176019589896839,-0.029272363273706,-0.285770436187818,0.0662068332520969,0.346702447263711,-0.449851490729329,-0.21684292079266,0.367541540989392,0.43558897659872,-0.295642120195497,-0.0689035628410259,0.133668800401185
"regulation of ossification (GO:0030278)",0.151695656463426,0.0294187177851502,0.0557532197872694,-0.094671221465051,0.123876383672869,0.298078054470577,-0.19524015728859,-0.231908918219965,0.345278557117371,-0.189797389032589,-0.0188967153590145,-0.24244551790653
"negative regulation of ossification (GO:0030279)",0.384110183093083,0.029195532988309,0.142575021136657,-0.163087168794821,0.289239230076477,0.27513561429887,-0.351035127758121,-0.382781058076245,0.443874627106415,0.0908864030347583,-0.266766808813449,-0.511087108996716
"regulation of coagulation (GO:0050818)",0.132522630997115,-0.00493107391060779,0.232337004335028,-0.462293807431469,0.114630329303149,0.0565305477308842,0.233094737503576,-0.292949439223961,0.388499497080261,0.0275369582178336,0.0428955601442194,-0.44125418582725
"negative regulation of coagulation (GO:0050819)",0.264877557644688,-0.155894243336096,0.332517953396348,-0.489940859626817,0.0525482747704922,-0.0391879161485942,0.322365806502276,-0.305540068943248,0.434848673660957,-0.0151875082874082,0.111060352074887,-0.391054107616836
"SMAD protein complex assembly (GO:0007183)",0.0603918682618278,-0.00813494061483283,-0.0498285084441393,0.072208681140696,0.329475819488694,-0.285857381965436,-0.145819818540959,0.274836711896929,0.0943496182971861,0.177672160624651,-0.404972795414758,0.61379382812439
"neuronal stem cell maintenance (GO:0097150)",-0.0075817406412777,-0.410756439773833,0.491975621543099,0.489746737681756,-0.0279869708367438,-0.580792923708717,0.685357763386515,-0.467169305366055,0.189419513028028,-0.398973835178539,0.648024675062073,-0.423206229555677
"regulation of protein localization to nucleus (GO:1900180)",0.156087254220904,-0.176949153088476,-0.050637985894745,0.160543498736199,-0.0947593402347317,-0.121295606515449,0.180027667602149,0.0873514124204858,0.170248564332059,-0.020282690746469,-0.0231478733961554,0.0248998012369907
"positive regulation of protein localization to nucleus (GO:1900182)",0.19712355111314,-0.167702314018622,-0.0761689788437821,0.285398546943518,0.101328009351911,-0.190281430295265,0.0197463532097561,0.20912457319464,0.165421089254808,0.0177947665452236,-0.152777962221048,0.0118942098716657
"amino acid import (GO:0043090)",0.505001425168072,-0.121920404295694,-0.328299748111594,-0.193951152008376,0.787271004421955,-0.874315137051576,0.253928980189561,-0.0808591282375638,0.695686659696416,-0.498346808560815,-0.233711663243168,0.0712255211623739
"L-amino acid import (GO:0043092)",0.539550694973361,0.0723195957681505,-0.332543183946947,-0.138584174100917,0.917574609189951,-0.843315524461189,-0.657731748239003,0.0120006316121462,0.548781828583183,-0.273322614765486,-0.333813205977848,0.131771360286002
"regulation of interleukin-2 production (GO:0032663)",0.524723469811326,0.21651333596835,-0.00264287489207399,-0.285755409281461,0.359326864555696,0.144405244292574,-0.196275490073481,-0.549765896551011,0.403377755553604,0.0887273350770221,-0.231521736559261,-0.41041480743184
"urea metabolic process (GO:0019627)",-0.218790008314202,-0.267057469177561,0.3957428517829,-0.0710850405872803,0.532555353795484,-0.275354055416865,-0.0369609856262739,-0.133470225872677,-0.0705429409052103,0.153484656215893,-0.184484395647744,0.00173796368538687
"oocyte development (GO:0048599)",-0.625469459553071,0.77219491952153,-0.663929248262929,0.493840808591292,-0.498618018050589,0.70041061276056,-0.574002050990658,0.27463676563486,-0.535559959700589,0.698989260897006,-0.69082149671479,0.0824956102148385
"deoxyribonucleotide biosynthetic process (GO:0009263)",-0.202975748447522,0.0356160061792812,-0.373318998052157,0.274711724077841,-0.300511205053503,-0.0722651651554806,0.070355468351526,0.503412889577931,-0.187059446294649,0.205507798273549,-0.278254746891405,0.357828292607356
"regulation of transcription from RNA polymerase I promoter (GO:0006356)",-0.419819098551585,0.364188624077306,-0.644125477597882,0.482258729977352,0.354033794417257,-0.221250937480705,-0.0741717659861869,-0.115574491080445,0.142490627537923,0.0750604270583794,-0.330498313264876,0.205543314667041
"positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)",0.369363022099563,-0.229067184434793,0.191639305520408,-0.229493731763232,0.21708826930607,-0.473954743119401,0.52989868216136,-0.170741693193628,0.221887015919418,-0.146370593896207,0.321406904569644,-0.444661300673341
"regulation of vascular endothelial growth factor signaling pathway (GO:1900746)",-0.604343834397662,-0.326536003240861,0.549818411495328,-0.625382629523405,-0.187373705625402,-0.28899783439114,-0.060189008550554,0.667800510564989,0.0230538449391698,0.169302608147272,0.617429882454869,-0.528027790936457
"positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081)",0.252304735665684,-0.16449986070781,0.345388764026632,-0.116645247912836,0.098244840166763,0.0798618644018344,0.0695059906353448,0.0377709321418396,0.468399774254684,-0.44818400368287,0.271360052603228,-0.294541068340485
"regulation of p38MAPK cascade (GO:1900744)",0.553832396310189,-0.466762217486232,0.191708175540864,-0.0727933049108433,0.00173693352278476,-0.871782725406718,0.662926280567062,0.653244907626712,0.334438654666007,-0.14606031896422,-0.643770724775089,0.720195799778919
"adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191)",-0.475975970210583,-0.26002026988218,0.427957275494058,0.358638934461046,-0.455807924907435,-0.417943452851035,0.125946628146693,0.636589821498643,-0.782682665234088,0.0649627227527737,0.757295520314337,0.181881174145737
"activation of adenylate cyclase activity (GO:0007190)",-0.539711606272357,-0.647954741282053,0.77088963860538,0.359606700354542,-0.422332167432978,-0.121291625325157,0.337232744096714,0.225450298338792,-0.478073569948293,-0.263223462034449,0.542777490351161,0.337154710346854
"adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway (GO:0007193)",-0.147829691884886,-0.0714847479057895,0.278975716595903,-0.218195795699151,-0.0506365747347526,-0.663973588998184,0.73512342835693,-0.402924822375568,0.10851724475975,-0.0326715725855009,0.419424190254622,-0.543069385174596
"phosphatidylserine acyl-chain remodeling (GO:0036150)",0.691547632297902,0.371312353897669,-0.210159491961207,-0.706514671684768,0.67259971258402,0.703818266278805,-0.625087397443244,-0.815842977236373,0.271808615079432,0.457542515726988,-0.390615857719297,-0.620891965427542
"organic hydroxy compound catabolic process (GO:1901616)",-0.158153912252222,0.237452762262739,0.0677504123226943,-0.073493819706201,-0.214174380014957,-0.2578208110702,0.109256284663842,0.282395792313332,-0.139507493419564,0.100452575800588,0.0501965580870387,-0.133617702702503
"negative regulation of adenylate cyclase activity (GO:0007194)",-0.71078107723896,-0.308882477373824,0.720586549577975,-0.184345711693235,-0.447472851086541,0.739461299392826,0.643658189859425,-0.652808313380766,-0.273597947687733,0.410154651172521,0.318540459258459,-0.680958705907352
"CD4-positive, alpha-beta T cell activation (GO:0035710)",-0.0501272152793164,0.303419303580051,-0.193232573181319,0.0741848435017546,-0.228696980295802,0.62570149560981,-0.098160841771438,-0.432553606914671,0.239038321205194,0.0775288191735211,0.165953348615877,-0.526978316451901
"melanin biosynthetic process (GO:0042438)",-0.335010168045549,-0.552827095112397,0.590966519267171,0.318507991569177,-0.718730259002045,-0.174984207201584,0.259741018413071,0.58717624763105,-0.240388127585702,-0.531317342972531,0.302321312588731,0.567970484058458
"response to bacterium (GO:0009617)",-0.117371077054047,-0.132214552926007,0.256162303894202,0.0445410282064377,0.00301664841161361,-0.298379599346042,0.402679489974363,0.0100590962940386,-0.217054354026097,-0.417126602333152,0.517898805048228,0.137837629036155
"endocrine pancreas development (GO:0031018)",0.038826117780057,0.293388113914336,-0.0311770362063252,-0.176492666913155,-0.166682277439266,0.0841768892859104,0.115608697518222,0.116429699842014,-0.108391211205961,-0.264574017108851,0.156573281828543,0.0148185932532809
"establishment of protein localization to Golgi (GO:0072600)",0.652300502792541,-0.334147530075312,0.490972541944761,-0.684260429835781,0.553601834386487,-0.576944549260916,0.614266447946366,-0.4563779134376,0.605124440528521,-0.589061799523096,0.477057982939697,-0.573283760585397
"regulation of phosphatase activity (GO:0010921)",-0.0184547476656693,-0.138969620636798,0.212566305382363,0.0478941724268227,0.372666147399706,-0.0743410578286224,0.00289095060214922,-0.253805270632811,0.241202100914511,-0.351700639996165,0.321108025468421,-0.147506763098589
"positive regulation of phosphatase activity (GO:0010922)",0.00742553811273994,0.0122996473056866,-0.155334202256202,0.429322471610638,0.160997095573485,-0.147921153553499,0.012324221836006,0.0036000939872351,0.451350448599608,0.112696382103268,-0.0584610522989275,-0.434454212822584
"negative regulation of phosphatase activity (GO:0010923)",-0.12456276388824,-0.11050483511684,0.160819079900399,0.129558878931839,0.321353117239675,0.0053458864927988,-0.0144779782200964,-0.272298852609686,0.260472182783418,-0.339824138246676,0.269055063727154,-0.117892035946212
"cytosolic calcium ion transport (GO:0060401)",0.0229542468744503,-0.33135265809633,0.307094219846501,0.0364386842828419,-0.0116501393043471,-0.121691974250808,0.54115177669969,-0.218747899602217,-0.312087469844302,0.0974610932226999,0.00149071524154015,0.256498626669376
"cellular component assembly involved in morphogenesis (GO:0010927)",0.0487973440223631,0.0211474389449154,-0.0410888942577556,-0.0671623533977271,0.211494055992558,-0.0581995227671436,0.0127962641083632,-0.193414111590981,0.136153195658965,-0.0828341741668034,0.142356583930533,-0.187479762595035
"negative regulation of Rho protein signal transduction (GO:0035024)",-0.0197409981049176,-0.390368521357952,-0.161203746351243,0.238159180323096,-0.680075201825,0.393304035181382,0.206118951849586,0.15192071852117,-0.196962678860996,-0.61838858144296,-0.637291294647157,0.839809199135177
"positive regulation of cardiac muscle cell proliferation (GO:0060045)",-0.524386766422938,-0.578897488548394,0.726961010652343,0.304694266573584,0.218801957029687,0.0720265360922518,-0.0790953092274713,0.109899317159088,0.374781839832547,-0.326600648223231,-0.0758752466686684,-0.297740954981735
"heart contraction (GO:0060047)",0.258470894461976,-0.562592729032681,0.359390313277043,-0.307764348592959,0.323207311996582,-0.0945659592871249,0.182187607148932,0.00557260874092363,0.0147142045680924,0.180543111785421,0.253105055223411,-0.422400604774183
"regulation of Rac protein signal transduction (GO:0035020)",-0.506424925707877,-0.0490753694522119,0.162406032677407,0.457586964927051,-0.302555975845478,0.288345115826813,0.332522013529268,0.0139864886877694,-0.195263157894724,-0.234352578284045,0.168101891815925,0.159841589025321
"negative regulation of insulin secretion (GO:0046676)",0.0519230437716439,-0.248893065479809,-0.388868591526111,0.36372796149865,0.466542951845738,-0.251139024564301,0.124701184759771,-0.26399643631862,-0.0412582990831404,-0.0832211006036067,0.183741723128069,-0.10007651129806
"polysaccharide catabolic process (GO:0000272)",0.0146934895133334,-0.517333365621878,0.484672130248842,0.279215158555671,0.26024048206872,-0.0676527786718557,0.246944594768657,-0.370655619102767,0.280955670057754,-0.487850116745313,0.213622064452228,0.240950903957663
"regulation of Rho protein signal transduction (GO:0035023)",0.191146711992151,-0.104296965556465,-0.0557003119785859,0.0886606840972433,-0.209018138301827,0.0560897871509755,0.361697589603476,-0.255831106702223,-0.0604911545215481,0.17918714515775,0.0045403792849058,-0.168213808752622
"muscle structure development (GO:0061061)",-0.201464166846672,0.092236346267828,-0.00252618724265682,-0.260142854593599,0.0267715352901127,0.205710277437913,-0.260318461542244,0.0651214708025841,-0.15570294025495,0.1510039190243,-0.0897971338790842,0.128837391746277
"positive regulation of peptidyl-serine phosphorylation (GO:0033138)",0.371352044546004,-0.014368887288768,0.0691232946861275,-0.327354247412642,-0.26231523481325,0.230748963407282,-0.00194103382848076,-0.0488432278646063,0.401715155125359,-0.220321877011907,0.0537888803368307,-0.327009501633578
"retinol metabolic process (GO:0042572)",-0.030359244915813,0.454997337875331,0.386775341200213,-0.475529440662177,-0.304379841569791,-0.172604442551699,0.654893756973489,-0.435595458792807,0.0216395514136887,0.415391292259268,0.229457206569309,-0.593594706208194
"retinoic acid metabolic process (GO:0042573)",-0.597309230105068,0.190753572717146,0.201957997789319,0.142152351363384,-0.113135699980794,-0.910588575111617,0.933680720037892,-0.391122944843421,-0.851978294084444,-0.250694798633333,0.517448286751919,0.228169724243833
"retinal metabolic process (GO:0042574)",0.46881414811304,0.770566871940627,-0.652473739414276,-0.650718458866357,0.00315806095053001,0.692089057318804,-0.35609500318538,-0.468498342018089,0.357176693510158,0.809253118585186,-0.404547607768913,-0.799463129638514
"regulation of protein glycosylation (GO:0060049)",0.0123222748815093,0.390829044177634,0.13304654661216,-0.451173867842485,0.155714364914554,-0.0715498337695527,-0.160929045808449,0.0194735350076243,0.342949768290093,0.435824617669585,-0.371030823625416,-0.30341775210685
"regulation of cardiac muscle cell contraction (GO:0086004)",-0.0570030001579495,-0.490409928016858,-0.563263465825118,0.832459498554631,-0.285330806884647,-0.597909624575494,-0.284221332711273,0.742144323385443,-0.366650876361994,-0.112426969840576,0.238305819572864,0.48634138638874
"ventricular cardiac muscle cell action potential (GO:0086005)",-0.298073759716924,0.106959510301002,-0.126636055391121,0.241362860582723,0.0207547840371704,0.147850237148208,-0.501326726595936,0.120944681311253,-0.266168666757304,0.496846472658201,-0.40168027437929,0.0315816924600608
"metanephros development (GO:0001656)",-0.491823908448884,0.108084923154217,0.128666181206823,0.285299858478866,-0.660452185947623,0.314804997696185,0.480695560435974,0.131875226680601,0.393320597838904,-0.834851609160715,0.751794501113109,-0.481932505247438
"cardiac muscle cell action potential (GO:0086001)",-0.291032185592673,0.167734117113816,-0.102258277758421,0.241143685022636,-0.10059823922889,0.282581567551275,-0.509888114618538,0.149160428408945,-0.433015358575158,0.604359473246195,-0.457440319236208,0.0567928311835199
"cardiac muscle cell action potential involved in contraction (GO:0086002)",-0.291032185592673,0.167734117113816,-0.102258277758421,0.241143685022636,-0.10059823922889,0.282581567551275,-0.509888114618538,0.149160428408945,-0.433015358575158,0.604359473246195,-0.457440319236208,0.0567928311835199
"meiotic cell cycle (GO:0051321)",0.0415110315697563,-0.304878099540566,-0.126284422247081,0.341124627447725,-0.0542058249597087,0.17040123302666,-0.428590686029618,0.249792011422677,0.31966935520979,-0.256468007094831,0.0560420940633809,0.169269877968127
"regulation of smooth muscle cell apoptotic process (GO:0034391)",0.455759465100943,-0.0620666248849933,-0.103926354399215,-0.308970230209509,0.539919222748345,-0.584192678209417,0.123152165321244,0.0668407813280442,0.680715895585702,-0.151333671147683,-0.0857641464473134,-0.464180307117626
"regulation of androgen receptor signaling pathway (GO:0060765)",-0.0465410240294454,0.153317248166593,0.201045859887723,-0.309485450826968,0.233910536639475,-0.184081368250527,0.0637713152693046,-0.0286863366456354,0.180087512293195,-0.239303132610028,0.567649383463485,-0.29165239731423
"ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162)",-0.230047777216598,0.392989479632454,-0.0477046375343917,-0.588851368002191,-0.238504584819762,0.549018824310232,-0.164949575776114,-0.288932262917796,-0.165469785189795,0.595940783126684,0.0409246954832046,-0.485055865434452
"ribonucleoside bisphosphate metabolic process (GO:0033875)",-0.0348521886152562,-0.00118454761000905,0.24630876716505,-0.254944437000664,0.281773892765696,0.132378103745678,0.269048080817921,-0.458997527273689,-0.236471356611598,0.0362901377358064,0.343022843170917,-0.187445028433928
"membrane repolarization (GO:0086009)",0.188573050844886,-0.621065565435338,0.582372453009007,-0.561861406149753,0.478413485992185,-0.748194294471552,0.434554868557142,0.0826092661125531,0.449129505546344,-0.432427348634373,0.539007311370243,-0.270851484593225
"modification by host of symbiont morphology or physiology (GO:0051851)",-0.0921213938323915,-0.261196823950018,0.0939507207013333,0.223455494864273,-0.145373406586042,-0.147202948985312,-0.298268767103654,0.382167695318359,-0.160161426411017,-0.183280512891489,0.253603968403531,0.174200244274395
"ureteric bud development (GO:0001657)",-0.0112592945870756,0.554215979518604,-0.238874400919466,-0.151892437848553,0.341781509022545,0.0769283430087579,-0.502481641518896,0.0231741455485965,0.431886171043955,0.0484364818773573,-0.437722873548817,0.228388080061946
"regulation of calcium ion-dependent exocytosis (GO:0017158)",0.621939590332116,-0.595769371369015,0.689908296654348,-0.648748129598511,0.297330961684998,-0.204300696334092,0.0101483204964112,-0.39514354281637,0.209103417740028,-0.0421867593616535,0.572843588879575,-0.684740022296686
"negative regulation of protein modification by small protein conjugation or removal (GO:1903321)",-0.0226022772122338,0.0792689036702522,-0.150747923805297,0.00344821685087454,0.0746693704427991,-0.0316975522957186,-0.0798950501750057,0.201005177409754,-0.16213097798311,0.107207289088639,-0.270546799670002,0.219065682851139
"positive T cell selection (GO:0043368)",0.231708684043256,-0.459235069378084,0.725086663241579,-0.329373535702628,0.353926370674681,-0.368387281537731,0.587680553108843,-0.564783550803121,-0.086777159462898,-0.113925267089132,0.257472505194746,0.023913548098266
"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment (GO:0043369)",0.0345213852794772,0.457129322595907,-0.0467948715660738,-0.582662245381432,0.767645916533077,0.580135796620865,-0.955064218002178,-0.531501657982092,0.534146520767859,0.392862782251673,-0.440061715189404,-0.747530512284451
"branching involved in mammary gland duct morphogenesis (GO:0060444)",0.343607057659801,0.0712804510835885,-0.294713330811421,-0.00642418818203999,0.313247279997005,0.173464750452293,-0.111058620540042,-0.534772222877845,0.206726739359719,0.445000366568222,-0.26647700331907,-0.264536074747294
"branching involved in salivary gland morphogenesis (GO:0060445)",-0.307826551074939,0.564750473783959,-0.382343651295103,-0.422049642549177,-0.655008858968374,0.6981996209728,-0.191726349812514,0.0184775742261272,0.0088917723082817,0.520361133491202,-0.6452159735601,0.0712047795099443
"granulocyte migration (GO:0097530)",-0.101703605898409,-0.394121526168172,0.566883853239527,-0.0775484162432865,-0.168477358159242,-0.195083977736,0.319880427425911,0.0337898655655212,-0.239944322400359,-0.428220546985304,0.495689429618602,0.0622834756271832
"regulation of peptidyl-serine phosphorylation (GO:0033135)",0.3808436143362,-0.0182074066721976,0.124516647221427,-0.367127057963422,-0.30385854551599,0.252892795205984,-0.0833485563920876,-0.105215427247246,0.396877850963107,-0.161035779418462,0.117328881531932,-0.401562461810492
"actin filament capping (GO:0051693)",-0.220083547411017,-0.317414149335372,0.236484592729678,0.288318710050096,0.187376579271885,-0.427219259326942,0.2017817322233,0.183052994127782,-0.107212962242415,-0.442508804778504,0.344895347663916,0.326959548306854
"negative regulation of androgen receptor signaling pathway (GO:0060766)",0.030469431870224,0.547480173820364,0.0513275079225702,-0.441634291845511,0.396140866328592,0.187050950445455,-0.0322274881516647,-0.223380726698266,0.0543146019615184,-0.0520433458162059,0.676002707958756,-0.627856641582021
"dendritic cell differentiation (GO:0097028)",0.170721467096551,-0.212536433621448,0.19478845711364,0.211223486444726,-0.523323471121787,0.250015436579521,0.214325761395925,-0.27042989251267,0.081076927391436,-0.160807138248491,0.0365530709974995,-0.218430910910095
