	log(HR)	log(HR) lower 95%	log(HR) upper 95%	pvalue	BH-corrected pvalue	prognostic association
SLC6A12	-0.21604926770166005	-0.37190196757215105	-0.06019656783116906	0.006588044161319945	0.06996768609287955	not prognostic
SLC17A3	-0.150464321901558	-0.30227724936834616	0.0013486055652301432	0.052070194968639086	0.22031401491220498	not prognostic
CFH	0.14536389608620812	-0.029935192238718433	0.32066298441113467	0.10410546396044439	0.3216205033947062	not prognostic
ALOX5AP	0.11601183925135315	-0.008443714303743674	0.24046739280644996	0.06770130325481061	0.25297569617709487	not prognostic
MAPKAPK5	0.21501826801052856	-0.0055605676003468996	0.435597103621404	0.05606175463123053	0.22835345278134986	not prognostic
RNASE3	0.14773011642721745	0.017105453789056507	0.2783547790653784	0.026648824703931265	0.14893066640093422	not prognostic
MIF	0.13172940230263194	-0.04472664160443132	0.30818544620969524	0.14342134120480715	0.38284176142118026	not prognostic
TP53I3	-0.11676262588753497	-0.25285455035967297	0.019329298584603027	0.0926487671406987	0.30064676049680156	not prognostic
IGF2	0.08442401510065457	-0.004288613809245501	0.17313664401055465	0.06215142720476224	0.2414063894855689	not prognostic
TUBGCP5	-0.09322630054813454	-0.20890552796698764	0.02245292687071858	0.11421180419941392	0.33960089106521185	not prognostic
CMBL	-0.24561595463235483	-0.39923775222068864	-0.09199415704402103	0.0017264098713979637	0.03545079719868341	favorable
SLC2A2	-0.30859692304059133	-0.4635644033879963	-0.15362944269318635	9.500572844198791e-05	0.011191924825541023	favorable
HLA-DQA1	-0.11833342610408637	-0.24433582247333874	0.0076689702651659974	0.06566944123906085	0.24902096883240651	not prognostic
RNH1	0.19464217956106367	-0.01893562247381253	0.40821998159593986	0.07406764513727908	0.2654634215028261	not prognostic
FMOD	0.05767289779334228	-0.05066484507530658	0.16601064066199114	0.2967750316814972	0.5706672806366935	not prognostic
ACSL5	-0.06198756631171414	-0.17002858951323563	0.04605345688980734	0.2607959988927056	0.5315061639167752	not prognostic
CLIC6	0.222016663218364	0.0842317923918042	0.35980153404492377	0.0015877631253241513	0.03425359821934247	unfavorable
PLIN4	0.052800392365852634	-0.05619476588661545	0.1617955506183207	0.3423851934573842	0.610632397813538	not prognostic
GNPNAT1	-0.0704419957747947	-0.2289468619489154	0.08806287039932599	0.3837333598181435	0.6426421194260828	not prognostic
BICC1	0.12917606844870114	-0.0040788280466214355	0.26243096494402374	0.05743692262278273	0.2308046536094137	not prognostic
UGP2	-0.26355323538133674	-0.46193261412521813	-0.06517385663745531	0.009217671441574465	0.0849905380189662	not prognostic
HERC6	-0.01408074868728289	-0.14369183914085304	0.11553034176628725	0.8313835433531249	0.923152283720765	not prognostic
SNCA	0.07331376939814487	-0.05479091908071977	0.20141845787700952	0.261998919571311	0.5328660442803151	not prognostic
PM20D2	0.0740060015251418	-0.055860471021751595	0.2038724740720352	0.26403301994571543	0.5360289404929683	not prognostic
ACSM2B	-0.27029480579612275	-0.3992018623008674	-0.1413877492913781	3.961900409120284e-05	0.009853026211903862	favorable
HBZ	0.06135198215253773	-0.0780581906860574	0.20076215499113287	0.38838717678728485	0.6468062488423663	not prognostic
PYGL	-0.20459392221502953	-0.40007589575407454	-0.009111948675984555	0.0402354768973836	0.188010555669246	not prognostic
DHRS1	-0.18998271988386176	-0.34038185093465523	-0.03958358883306831	0.01329352513610321	0.10286683711627663	not prognostic
NPY	0.11443577924128505	-0.11858563510776228	0.3474571935903324	0.33578364804415595	0.6052488425486869	not prognostic
EMILIN3	0.012181287899027202	-0.10049864805876008	0.12486122385681447	0.8321988487579673	0.9235993917106833	not prognostic
LAMB1	0.12361731220111478	-0.05441195193799993	0.3016465763402295	0.17353561066239181	0.42601160467792537	not prognostic
NMES1	0.135678825639979	-0.002903055344122052	0.27426070662408003	0.05499622312267967	0.2265905133996093	not prognostic
CDHR2	-0.02337357969918477	-0.17133920103371914	0.12459204163534959	0.756858895569596	0.885425021826028	not prognostic
TMEM82	-0.13040469048506512	-0.29058994139095445	0.02978056042082422	0.11058243657274014	0.33200689290266344	not prognostic
PRR36	-0.08970196339052526	-0.18857118021587252	0.009167253434821998	0.07536540661633266	0.26828886100836036	not prognostic
AMACR	-0.05247547286554144	-0.1476831008210991	0.0427321550900162	0.28002153166266347	0.5526968194391151	not prognostic
FST	0.07809457126430004	-0.06291988663505006	0.21910902916365016	0.27772740862050727	0.5507183808149283	not prognostic
EFEMP1	-0.04288251052156478	-0.1567991120791913	0.07103409103606176	0.4606332853902483	0.7026835583743215	not prognostic
MSRA	-0.13685342196984357	-0.33357883584004666	0.05987199190035955	0.17273670936383348	0.42498262130651304	not prognostic
S100A10	0.02075674035999482	-0.12163768054812145	0.16315116126811108	0.7751058740885788	0.8950758275138715	not prognostic
FUOM	-0.14455036303958	-0.30672770254378734	0.01762697646462738	0.08064836249207222	0.27590553664177403	not prognostic
CYP2A13	-0.10560350729133325	-0.2569790416826552	0.04577202709998868	0.1715244558072575	0.4233963200557972	not prognostic
AMDHD1	-0.16474884642458426	-0.3132877018438317	-0.01620999100533685	0.029716091243004786	0.15864529809100886	not prognostic
SULT2B1	-0.17564777807249612	-0.3769172493851384	0.0256216932401461	0.08718090001671419	0.28994450143003053	not prognostic
REEP6	-0.2048796061837946	-0.35365092011615257	-0.05610829225143665	0.00695160528625086	0.07178514662953166	not prognostic
EPM2A	-0.06783454890560088	-0.309374215979036	0.17370511816783424	0.5820171129844041	0.7880821555579809	not prognostic
STEAP3	-0.1809688931691512	-0.3712229051920216	0.009285118853719215	0.06227814216996453	0.24158414508132256	not prognostic
MYH11	-0.07340425719541917	-0.19582073587971782	0.0490122214888795	0.23989558138921271	0.5075106663935779	not prognostic
MAPK13	0.1549066431447712	0.04511753385148903	0.2646957524380534	0.005685201954710343	0.06533968305586868	not prognostic
CRYM	-0.14926054894502952	-0.2723827756666597	-0.026138322223399332	0.017498808890038943	0.11868699696402928	not prognostic
RGN	-0.1369903148637601	-0.2946728306250088	0.020692200897488605	0.08861227555711197	0.2922083620857545	not prognostic
FGGY	-0.33074870490244346	-0.5594291446590783	-0.10206826514580855	0.004585925360894155	0.05865398536583624	not prognostic
ABAT	-0.3130112600339779	-0.4703675955976524	-0.15565492447030335	9.669616398297277e-05	0.01109898405307122	favorable
PEG3	0.058593238191566296	-0.03919143870488205	0.15637791508801463	0.2402253792666662	0.5076086430433001	not prognostic
MMP8	0.11595164954529953	0.013787848561593749	0.21811545052900533	0.026116347541112018	0.14687164543691952	not prognostic
PCSK9	0.1397530969873142	0.016613076987246123	0.26289311698738227	0.0261224302212147	0.1468136332520623	not prognostic
S100B	0.17162948484597984	0.026937919205712563	0.31632105048624715	0.02007945643591343	0.12905339086197626	not prognostic
CERK	-0.14279976818825785	-0.268427634407321	-0.01717190196919474	0.025889265764596693	0.147072713445707	not prognostic
CYP2D6	-0.18800453775558004	-0.33927425107377973	-0.03673482443738035	0.014853642735574333	0.10873643778544317	not prognostic
ITGA9	0.08653089801189684	-0.14077886489263622	0.3138406609164299	0.45560267911148233	0.6987000318748032	not prognostic
SRD5A1	-0.16371969296143574	-0.3101139748099532	-0.017325411112918326	0.028385210907831488	0.15383340996235792	not prognostic
GZMK	-0.052271385724045875	-0.20347183310343392	0.09892906165534215	0.49803956450473363	0.7278727099266863	not prognostic
PHYHIPL	0.08308034941563337	-0.03934851728314724	0.20550921611441397	0.18350723774969901	0.4403485123487149	not prognostic
CDH19	0.10057457419892596	-0.014520364003731898	0.21566951240158383	0.08676863668437186	0.2887879569647514	not prognostic
PYROXD2	-0.06525988474812919	-0.21379202857823734	0.08327225908197897	0.38916074298295344	0.6472517428806209	not prognostic
GANC	-0.1531173540594937	-0.31761063514218957	0.01137592702320217	0.06808890601937044	0.25378849941358184	not prognostic
MMP9	0.11956814980600436	0.019674524895886086	0.21946177471612263	0.018976707213261466	0.1240134742192189	not prognostic
EHD3	-0.1439791229525542	-0.42866815898432453	0.14070991307921618	0.32157057143128526	0.5943479203188061	not prognostic
LGALS3	0.0557164259826819	-0.05332935599946973	0.16476220796483354	0.3166168798928459	0.5884722702264168	not prognostic
COL2A1	0.019228471711177343	-0.07927386187954377	0.11773080530189844	0.7020154728653552	0.8598008931003454	not prognostic
CYP4V2	-0.2522143147499659	-0.4381466600455029	-0.06628196945442894	0.007845198436256477	0.07718468307670795	not prognostic
GDA	-0.06177006832276756	-0.1809929340780596	0.057452797432524474	0.30988237651790596	0.5830972923423313	not prognostic
PRKAR2B	0.23095080237654023	0.08789559799928232	0.37400600675379814	0.001555099767160553	0.03412452993967753	unfavorable
DCXR	-0.310234833180685	-0.483333348598892	-0.137136317762478	0.0004435206909933035	0.01975542659931864	favorable
CYP4F12	-0.04013445961766103	-0.20465445358213552	0.12438553434681347	0.6325570290465236	0.8187484575760482	not prognostic
FKBP10	0.17022777472102069	0.04908366559064076	0.2913718838514006	0.005885776597874337	0.06661865724496706	not prognostic
COLEC10	-0.10413157752278916	-0.32427245362916157	0.11600929858358326	0.3538709953365198	0.6202441310195501	not prognostic
KIF4A	0.40358355133969315	0.20752907457540298	0.5996380281039833	5.468608692967698e-05	0.00979209072562796	unfavorable
HAAO	-0.1700987487986357	-0.34607607218468184	0.005878574587410396	0.05815989339532509	0.2325616460778676	not prognostic
GRHPR	-0.3171962658786858	-0.5108780752397469	-0.12351445651762472	0.0013279542682461945	0.03128730148317942	favorable
SGCD	0.0006098052407149791	-0.16941614579028308	0.170635756271713	0.9943913218956875	0.997734562919656	not prognostic
EIF5A2	0.02970855285053456	-0.09835830729546705	0.15777541299653616	0.6493492831024956	0.8294512957078961	not prognostic
MLF2	0.15540230575544137	-0.019873044427571235	0.330677655938454	0.08225670214875525	0.27980404800068603	not prognostic
NSD1	-0.06585314460439035	-0.26142783743329057	0.1297215482245099	0.509285019916752	0.7366120813109338	not prognostic
AHSP	0.07136889429640728	-0.08194875726387665	0.2246865458566912	0.3615807152845927	0.6255521051097505	not prognostic
SPON2	0.18672959032989783	0.05292766235023183	0.32053151830956383	0.00623307234943731	0.06772414653460222	not prognostic
ADAMTSL1	0.00498280590054428	-0.12000728362687879	0.12997289542796736	0.9377205424560162	0.9762106996056643	not prognostic
BCAS1	-0.04558201611119255	-0.17483136388475196	0.08366733166236684	0.48943033185081	0.7234389567542185	not prognostic
BASP1	0.04871060026668114	-0.06720731659723966	0.16462851713060195	0.4101618458240991	0.6646477838304361	not prognostic
DPYS	-0.30638237728852186	-0.4649185158953917	-0.14784623868165206	0.00015200548027490237	0.012718738924310288	favorable
GPT2	-0.14730547931998067	-0.3029902777297575	0.008379319089796167	0.06367135507452068	0.24423720736168966	not prognostic
PINX1	0.08303126979216606	-0.0439937771525933	0.21005631673692543	0.2001405435062239	0.46004063825705327	not prognostic
FGL1	-0.0036409696404674455	-0.11468466508622518	0.10740272580529028	0.948759607003085	0.9806331980487901	not prognostic
AZU1	0.1050035015115225	0.0041418213156613065	0.20586518170738372	0.04130565856413909	0.1915119425814279	not prognostic
ACAA2	-0.3644739908053739	-0.5517837875583724	-0.1771641940523754	0.0001368645887138107	0.01237725921974492	favorable
EPHX2	-0.18420834652690693	-0.33749751173084475	-0.030919181322969114	0.01850783690636021	0.12246907895243381	not prognostic
FAHD2A	-0.17068891541098	-0.3548175645750302	0.013439733753070227	0.0692317745329536	0.25560085665712723	not prognostic
CA1	0.06391021213340285	-0.05177950545997351	0.1795999297267792	0.278924499564167	0.5516260314994449	not prognostic
CCT6B	-0.009352852304794579	-0.1526132145989655	0.13390750998937637	0.898182518947993	0.955152404340347	not prognostic
SNED1	-0.16867751662205577	-0.3144809805763138	-0.02287405266779774	0.023362836567071655	0.14028670408114857	not prognostic
KIF23	0.386748405391427	0.18190136352990827	0.5915954472529458	0.00021527251693548083	0.014491239429498946	unfavorable
TRIAP1	-0.03944860313996387	-0.20698518078081793	0.12808797450089018	0.6444411595096997	0.8270759319223541	not prognostic
OGDHL	-0.18569749491417503	-0.3285731404994534	-0.04282184932889663	0.010853116842917484	0.09325139644399254	not prognostic
SLC22A7	-0.21700513540514207	-0.3746756724964294	-0.059334598313854764	0.006985433216713311	0.07196845062052276	not prognostic
COL15A1	-0.1561753538568119	-0.29879148414478934	-0.013559223568834433	0.03184845431276699	0.16425069784689106	not prognostic
PSMB2	0.007326541103399855	-0.1509065936690058	0.16555967587580553	0.927690739518087	0.9718716581916023	not prognostic
CBR4	-0.34404050261996283	-0.5256740550054108	-0.16240695023451493	0.00020525586286678155	0.014469730238159804	favorable
S100A13	0.04886050556993798	-0.07832743475972473	0.1760484458996007	0.4514862374155195	0.69572397307765	not prognostic
SLC46A3	-0.1788640595231519	-0.31415169683990773	-0.04357642220639604	0.00956217812813559	0.0867377718147902	not prognostic
SOAT2	0.042325317867073935	-0.06796412205620445	0.1526147577903523	0.4519505189599341	0.6958405840495769	not prognostic
AOC3	-0.07583163071587774	-0.3442308774377519	0.19256761600599642	0.5797469364324812	0.7863163644720503	not prognostic
SLC19A3	-0.06640012328164384	-0.24927837217783344	0.11647812561454578	0.4766932408099597	0.7144015040126496	not prognostic
SLC38A4	-0.18877656027963577	-0.3484474782153615	-0.029105642343910054	0.020490858984122538	0.13057271208886057	not prognostic
CEP152	0.024926812352598016	-0.11522082237866675	0.1650744470838628	0.7273886151938758	0.8720286919966216	not prognostic
SULT1A4;SULT1A3	-0.14589940725737505	-0.26446483245326174	-0.027333982061488335	0.015873439005389445	0.11305879030648504	not prognostic
P4HA2	0.3217197051490753	0.13737399784634566	0.5060654124518049	0.0006250047224004292	0.021773024434439854	unfavorable
SULT2A1	-0.18252102262499312	-0.3194680071421193	-0.04557403810786692	0.008995830788543413	0.08363413608497318	not prognostic
ACOT12	-0.2965904600759735	-0.4566682741321372	-0.1365126460198098	0.00028188756996442676	0.016074773336888615	favorable
MPC1	-0.1870396662564958	-0.32549111234836153	-0.04858822016463005	0.008101870250341954	0.07841734524466111	not prognostic
LZTS1	0.014353305128934393	-0.10573902621294176	0.13444563647081054	0.8147887509569762	0.9151679447143154	not prognostic
GLOD5	-0.08461635141157804	-0.22268771340267424	0.05345501057951814	0.2296913779339413	0.49457116561870523	not prognostic
PRDM2	-0.05917212068643345	-0.21781593278949168	0.09947169141662476	0.4647537467549554	0.7050051329544419	not prognostic
LRRC1	0.084241965199095	-0.06812362530841977	0.2366075557066098	0.2785192975995813	0.5514337176932885	not prognostic
DDX39A	0.3563538489860074	0.11544985809938435	0.5972578398726305	0.003740574318246863	0.05366884915266693	not prognostic
BBS7	0.1946775219680786	0.016493654286683396	0.3728613896494738	0.032242700514757985	0.16533155653415135	not prognostic
APOE	-0.05142957120952885	-0.19898951686367047	0.09613037444461278	0.4945354835846477	0.7260702172078306	not prognostic
NAALADL1	0.038851856094066384	-0.06214657415479423	0.139850286342927	0.4508764381910768	0.6952629609239943	not prognostic
ASL	-0.23878882825629086	-0.39910015043984093	-0.07847750607274082	0.0035067340437093565	0.051808234147409024	not prognostic
TIMP1	0.1435517375645617	0.03320434950207428	0.2538991256270491	0.010780584250733024	0.0928956408054021	not prognostic
PRODH2	-0.21623268242179872	-0.3896104185786825	-0.04285494626491493	0.014508464135692886	0.10735064413789952	not prognostic
ZC3HAV1L	0.1924819548795963	0.05177313165510983	0.33319077810408276	0.00733754827023678	0.07406208530262672	not prognostic
PFKFB1	-0.15898153051031724	-0.32463043923928825	0.006667378218653763	0.0599616736969074	0.23732841052538106	not prognostic
UGT1A9	-0.14106076003371773	-0.2800221543232666	-0.0020993657441688296	0.046637857060733735	0.2066050144803311	not prognostic
PLAC9	-0.02476986114160116	-0.15265584943265512	0.10311612714945281	0.7042277628738498	0.860861709586234	not prognostic
PCK2	-0.4340524519651628	-0.6274144378763387	-0.2406904660539869	1.0842015315790344e-05	0.009706856312227095	favorable
SLC6A11	-0.0435336786206264	-0.163333372413584	0.07626601517233123	0.47632491412035494	0.7140885726924879	not prognostic
RAB19	-0.08509267231952831	-0.23170815882696189	0.06152281418790527	0.2553194729247201	0.5251264050298688	not prognostic
DPP4	-0.11414923596926438	-0.25852347532634945	0.030225003387820665	0.12122745575100433	0.3486506300477808	not prognostic
COMT	-0.06263897359971442	-0.2136471652486504	0.08836921804922158	0.4162162643052838	0.668170022292488	not prognostic
IFI44	-0.03016071782068222	-0.15324364372411436	0.09292220808274992	0.6310303124552112	0.8177181049951522	not prognostic
SLC13A5	-0.00971479247859092	-0.13459480504192392	0.11516522008474209	0.8788150638983336	0.9461317059982901	not prognostic
KHK	-0.14586800109965914	-0.2890835057256781	-0.0026524964736402146	0.045905139301715275	0.20447199610361036	not prognostic
S100A16	-0.0021741968746140025	-0.1357593872858017	0.13141099353657368	0.9745519180645134	0.9899209578433842	not prognostic
GAP43	0.058793305341831116	-0.1268208180528733	0.2444074287365355	0.5347187682980882	0.752016514698835	not prognostic
ME1	-0.03728641629474356	-0.14470922081630733	0.0701363882268202	0.49631276170399086	0.7274866004479094	not prognostic
AEBP1	0.03818593176606737	-0.06894807230323954	0.14531993583537428	0.48480650317243956	0.7210087413459886	not prognostic
BCAT2	-0.0048206168789001035	-0.11673567514448292	0.10709444138668271	0.9327199045194985	0.9740629074026677	not prognostic
TSPAN31	0.11055300998509092	-0.057739677952268906	0.27884569792245073	0.197913690202539	0.45715203002665933	not prognostic
DPT	0.022228372921866413	-0.10154857646249671	0.14600532230622953	0.7248544751124819	0.8706227684038168	not prognostic
PBK	0.26762719023469383	0.08877053372748592	0.4464838467419018	0.0033598764969433675	0.0508984336330524	not prognostic
LDHD	-0.23679087428711723	-0.4111475388994633	-0.062434209674771174	0.007772534861763626	0.07689227029543617	not prognostic
ALDH2	-0.3136226713825146	-0.48782964879150525	-0.13941569397352396	0.00041792357089888687	0.0194878631784257	favorable
KCNH8	0.025410446514259083	-0.14618522840449938	0.19700612143301754	0.7716342806223465	0.8933714877035909	not prognostic
HAO1	-0.25268547865548874	-0.4100218661117848	-0.09534909119919263	0.0016453655127184796	0.034498729356835005	favorable
GNAO1	-0.044324132707163975	-0.18859887886743368	0.09995061345310571	0.5470804518160788	0.7629301067148526	not prognostic
GSTM2	0.19591086874764063	0.05578126390294941	0.33604047359233186	0.006140833641579839	0.06795906500996823	not prognostic
TNXB	-0.10463388043862279	-0.27556619743259436	0.06629843655534878	0.23023056184007135	0.4954938029216728	not prognostic
HLA-C	-0.037343609845656815	-0.15514084274620746	0.08045362305489381	0.5343759536254021	0.752006902359042	not prognostic
ANXA8L2	0.09855158334089999	-0.019195432892982922	0.2162985995747829	0.10091258724129276	0.31545753965478146	not prognostic
HS3ST3B1;HS3ST3A1	-0.04477129993257133	-0.2015811757694237	0.11203857590428101	0.5757552247305773	0.7839903463137426	not prognostic
ASPA	0.027098131565038316	-0.16487362270820866	0.2190698858382853	0.7820393631395959	0.8982166027182555	not prognostic
EMILIN1	0.02217867839867521	-0.10865438507139913	0.15301174186874955	0.739699766975711	0.8772727531770488	not prognostic
S100A6	0.11995700451936185	0.0143578260587343	0.22555618297998942	0.0259839799877835	0.146865260625395	not prognostic
MFAP5	-0.10634308134432581	-0.22024919692643818	0.0075630342377865645	0.06727564964322658	0.2524387641474466	not prognostic
PPP1R1A	-0.11123782309655755	-0.23907802214979518	0.01660237595668007	0.08811481653634438	0.2914266540265576	not prognostic
ATAD2	0.3096506499522163	0.12360376742027146	0.49569753248416115	0.0011058889476566144	0.02861567557332274	unfavorable
ETFDH	-0.3954174149766924	-0.6122334449164899	-0.17860138503689493	0.00035092878173828004	0.0177506518808069	favorable
ABCA8	-0.07269141128426707	-0.22225296166839148	0.07687013909985735	0.3407920479007154	0.6092474450589267	not prognostic
CNTRL	0.15996542956307502	0.0006233378415220203	0.319307521284628	0.04911048024797205	0.21302622561051054	not prognostic
ZNF48	-0.04251264671518045	-0.26919162710314726	0.18416633367278634	0.7131844664420415	0.8647265070497829	not prognostic
BAAT	-0.18568525775521244	-0.3305084527207463	-0.04086206278967858	0.011971934310828667	0.09708761583772559	not prognostic
PEX11G	-0.2660817050693762	-0.4686385932819901	-0.06352481685676226	0.010034519495637778	0.08965973357729044	not prognostic
ANO1	-0.09970946050445974	-0.23866665108686003	0.039247730077940565	0.15961059441867353	0.4079342426007377	not prognostic
CNTFR	-0.004210189693332449	-0.16046701386975318	0.15204663448308828	0.9578838175432995	0.9850601675241397	not prognostic
THBS4	0.06107360576430046	-0.05316717939361644	0.17531439092221734	0.2947284510805972	0.5686861686475402	not prognostic
APCS	0.10507414179152946	-0.08049518490748728	0.29064346849054623	0.26709289609467834	0.5402807724210699	not prognostic
SLC25A14	0.19681549465658887	0.03731922152156675	0.356311767791611	0.015582082327689928	0.11205331974281761	not prognostic
CES1	-0.21106680794951627	-0.3572474871173369	-0.06488612878169567	0.0046555947109228	0.05912275098849905	not prognostic
TRIM71	0.023581840231867154	-0.1132930603489373	0.1604567408126716	0.7356063241471942	0.8753167756631883	not prognostic
PFN2	0.05369921414027371	-0.05234056012246748	0.1597389884030149	0.32093505902286057	0.5937862334018745	not prognostic
ACOX2	-0.3451185322428037	-0.5125902919907541	-0.17764677249485325	5.3677575847844595e-05	0.01001198617845318	favorable
SCARF2	-0.008630011337935147	-0.12385251828607526	0.10659249561020497	0.8832909301513017	0.9478729111404296	not prognostic
PTTG1IP	-0.013463157470325398	-0.15316495692288742	0.12623864198223664	0.8501844685509402	0.932235339490088	not prognostic
APOL3	-0.31726169169660695	-0.4837607168187822	-0.15076266657443171	0.00018794993876865352	0.014022631681631292	favorable
CA2	0.05164726585220346	-0.13108797277628131	0.2343825044806882	0.5796108345257546	0.7862508790165273	not prognostic
ZHX1-C8orf76;C8orf76	0.05087430384831616	-0.08434296324157751	0.18609157093820983	0.4608674883786482	0.7028013325590253	not prognostic
SLC4A1	0.10139605263393114	-0.011700582386062877	0.21449268765392515	0.07888492410495522	0.2727913192397312	not prognostic
NDUFA4L2	0.29805439463870087	0.16687301048578823	0.4292357787916135	8.46030715015562e-06	0.012624188319223878	unfavorable
LRIG1	-0.12012116819808112	-0.2525219108814822	0.012279574485319952	0.0753732911464212	0.26821028443319117	not prognostic
IL4I1	0.1468383889385085	0.018859165839361064	0.274817612037656	0.024526080356799644	0.14323678893309016	not prognostic
IGHV6-1	0.02930930824526723	-0.11054582362057219	0.16916444011110665	0.6812574686222381	0.8478312644669026	not prognostic
CYP2C18	-0.06084124254836272	-0.2057567697005489	0.08407428460382348	0.41058190737631484	0.6647269108029199	not prognostic
ZWILCH	0.3609869467365969	0.14765000894930475	0.5743238845238892	0.0009116870490143414	0.02566771745228113	unfavorable
BCKDHB	-0.17300406724098502	-0.32333665871851164	-0.022671475763458404	0.024099217791326552	0.14222827744610853	not prognostic
RAB3D	0.13815371579095392	0.033893490812881885	0.24241394076902595	0.009400909653085735	0.08579647719069988	not prognostic
CMA1	0.051928119625163124	-0.0820820361111914	0.18593827536151764	0.44756899351412405	0.6932673354553551	not prognostic
LAMA1	-0.015863346920861283	-0.15341725327147976	0.1216905594297572	0.8211765088374599	0.9175082096121027	not prognostic
MMAB	-0.19101439485595306	-0.331914777201429	-0.050114012510477146	0.00788244756888926	0.0773810889081859	not prognostic
MAP2	-0.08429051124568808	-0.20756702120900225	0.03898599871762609	0.18020356687268602	0.4349858544651275	not prognostic
SPINT1	0.06187033802985217	-0.04864938743021832	0.17239006348992267	0.2725484706688565	0.5457674922608527	not prognostic
CCL21	-0.02135598077924315	-0.16322905344246993	0.12051709188398364	0.7679702056734947	0.8915504734692425	not prognostic
PLVAP	-0.3726404450988194	-0.5466187091281615	-0.1986621810694773	2.6927512099877614e-05	0.009272385224238627	favorable
ACADSB	-0.07613590420745951	-0.20730541043062628	0.05503360201570727	0.25527098609267984	0.5251473204245778	not prognostic
HP	-0.07219251498678611	-0.19797872935780148	0.053593699384229254	0.2606387677935297	0.531427667514341	not prognostic
SEC14L4	-0.0124783528873532	-0.15749753435393016	0.13254082857922378	0.8660739169224169	0.9405579546587092	not prognostic
FCN3	-0.017758989971103648	-0.2540071954802214	0.2184892155380141	0.8828697748368249	0.9476481350094825	not prognostic
CDNF	-0.13681783607271214	-0.3640310762462362	0.0903954041008119	0.23791899010214695	0.5044017803420605	not prognostic
IDNK	-0.1835416080252951	-0.38366316097272724	0.016579944922137047	0.07224324120303993	0.26175383993962625	not prognostic
NAP1L1	0.226164537574167	0.025720670552072056	0.4266084045962619	0.027003738637433498	0.14997796031075813	not prognostic
ACAA1	-0.196745527708616	-0.35825689780607517	-0.035234157611156836	0.01696175918649445	0.11690425711831011	not prognostic
PTS	-0.12611708648271552	-0.2817320218808017	0.02949784891537066	0.11218693749855749	0.33480321714152844	not prognostic
ALPL	0.08341964554589494	-0.04519283247132837	0.21203212356311824	0.20363726786159111	0.4636735654030583	not prognostic
BCHE	0.05856636023198402	-0.10425435267366359	0.22138707313763165	0.4808127046290417	0.7175722861383248	not prognostic
COL1A1	0.021156235590294156	-0.09512422352576189	0.1374366947063502	0.7213922556658305	0.8691461263593299	not prognostic
LHPP	-0.11443826145811581	-0.2803196810674201	0.05144315815118852	0.1763305946789029	0.43004298941983593	not prognostic
RANBP17	-0.15696913137522883	-0.3390244923021659	0.025086229551708222	0.09104867495096781	0.2977205211234532	not prognostic
QDPR	-0.20892649667958374	-0.4083286158433972	-0.009524377515770288	0.04001625990660266	0.18747544476390038	not prognostic
RTN3	0.04630051034709225	-0.09828784228754874	0.19088886298173324	0.5302493196711843	0.7493799777452428	not prognostic
SDCBP2	0.026752305417184524	-0.07970486124447713	0.13320947207884618	0.6223433463347178	0.8121031890008349	not prognostic
ESRP1	-0.03777868007128453	-0.1841634938042771	0.10860613366170806	0.6129806868748537	0.805876077766603	not prognostic
COL8A1	-0.14612734435435018	-0.2755473390930787	-0.01670734961562162	0.026898773019027968	0.1499531225649797	not prognostic
SSX2IP	-0.027171921438272895	-0.16813911924462002	0.11379527636807422	0.7055866570182819	0.8614642493228799	not prognostic
KIF14	-0.11225401678774403	-0.30595711783097546	0.08144908425548737	0.25602763949803603	0.5257374900059442	not prognostic
DNASE1L3	-0.30171704605845046	-0.5928398181309618	-0.010594273985939151	0.04222566594875691	0.19426844154122333	not prognostic
CTSG	0.1138460918277479	0.006024246716884105	0.2216679369386117	0.0385018593831274	0.18277155199212067	not prognostic
NAAA	-0.09085383722664737	-0.3148580534041468	0.13315037895085208	0.4266475291417877	0.6754686699215606	not prognostic
THY1	0.040187721579119345	-0.1296131644267193	0.209988607584958	0.6427368793025967	0.8261914257568052	not prognostic
TAGLN	-0.026771312754692165	-0.15068546191643398	0.09714283640704964	0.6719707250519444	0.8433072471811128	not prognostic
PLCXD3	-0.06980849955378333	-0.2850099372246217	0.145392938117055	0.524915660169369	0.7464374055743902	not prognostic
ACSL1	-0.414809808704088	-0.6380040219238969	-0.19161559548427912	0.0002698743694409681	0.01589595545792755	favorable
ACACB	-0.07454786945584158	-0.23160484245539584	0.08250910354371269	0.3522123592643489	0.6197636109460919	not prognostic
SARDH	-0.31262021661813033	-0.4870748548433198	-0.13816557839294089	0.0004443675589488147	0.01969516215479573	favorable
OTC	-0.23855924992649025	-0.3668764601418383	-0.11024203971114219	0.0002685991705565727	0.01592561837081454	favorable
IGHD	0.030813270564830356	-0.12094265202664703	0.18256919315630774	0.6906591193193481	0.8538347273220276	not prognostic
TNKS2	-0.18580695176273768	-0.434315762538141	0.06270185901266567	0.1428007113958034	0.3818682106112986	not prognostic
MYO3A	0.03913479872087643	-0.10467767562200853	0.1829472730637614	0.5937893353054411	0.795956867643302	not prognostic
CTGF	-0.02751618998394944	-0.181909513217181	0.1268771332492821	0.7268584898433816	0.8717433435455855	not prognostic
RMDN2	-0.12927413376916463	-0.34108170423796225	0.08253343669963295	0.231602992423804	0.4974907848297306	not prognostic
